"pstar","seltype_recoded","selalpha","pred_power"
0.18,"AP",0.625,0.021509249117571
0.19,"AP",0.625,0.0236144067801557
0.2,"AP",0.625,0.0259201429786836
0.21,"AP",0.625,0.0284444550411564
0.22,"AP",0.625,0.0312067289818615
0.23,"AP",0.625,0.0342278002055028
0.24,"AP",0.625,0.0375300065071205
0.25,"AP",0.625,0.0411372305001961
0.26,"AP",0.625,0.045074928102381
0.27,"AP",0.625,0.0493701391671022
0.28,"AP",0.625,0.0540514757810218
0.29,"AP",0.625,0.0591490831689884
0.3,"AP",0.625,0.0646945675841346
0.31,"AP",0.625,0.0707208850442608
0.32,"AP",0.625,0.0772621843498518
0.33,"AP",0.625,0.0843535975383608
0.34,"AP",0.625,0.0920309708597861
0.35,"AP",0.625,0.100330529577326
0.36,"AP",0.625,0.109288470490876
0.37,"AP",0.625,0.118940477143244
0.38,"AP",0.625,0.129321154292553
0.39,"AP",0.625,0.140463380504648
0.4,"AP",0.625,0.152397580702416
0.41,"AP",0.625,0.165150924237349
0.42,"AP",0.625,0.178746458505039
0.43,"AP",0.625,0.193202193226057
0.44,"AP",0.625,0.208530156088283
0.45,"AP",0.625,0.224735446231261
0.46,"AP",0.625,0.241815317680485
0.47,"AP",0.625,0.259758329846455
0.48,"AP",0.625,0.278543606050936
0.49,"AP",0.625,0.298140243154362
0.5,"AP",0.625,0.318506915174661
0,"SA",0.05,0.00735936165294236
0.01,"SA",0.05,0.00788948395306041
0.02,"SA",0.05,0.00845746758485831
0.03,"SA",0.05,0.00906596811477785
0.04,"SA",0.05,0.00971782015083288
0.05,"SA",0.05,0.0104160483361478
0.06,"SA",0.05,0.0111638788539202
0.07,"SA",0.05,0.0119647514412009
0.08,"SA",0.05,0.0128223319034777
0.09,"SA",0.05,0.0137405251156329
0.1,"SA",0.05,0.0147234884872811
0.11,"SA",0.05,0.0157756458616572
0.12,"SA",0.05,0.0169017018069381
0.13,"SA",0.05,0.0181066562470087
0.14,"SA",0.05,0.0193958193650351
0.15,"SA",0.05,0.0207748266976134
0.16,"SA",0.05,0.0222496543195434
0.17,"SA",0.05,0.023826633999249
0.18,"SA",0.05,0.0255124681823574
0.19,"SA",0.05,0.0273142446357905
0.2,"SA",0.05,0.0292394505567827
0.21,"SA",0.05,0.0312959859203923
0.22,"SA",0.05,0.0334921758052639
0.23,"SA",0.05,0.0358367814006112
0.24,"SA",0.05,0.0383390093576917
0.25,"SA",0.05,0.0410085191066016
0.26,"SA",0.05,0.0438554277143215
0.27,"SA",0.05,0.0468903118130264
0.28,"SA",0.05,0.0501242060793515
0.29,"SA",0.05,0.053568597696416
0.3,"SA",0.05,0.0572354161820201
0.31,"SA",0.05,0.0611370179199131
