alpha power seltype Ne rec mut s1 s2 h t
0.09 0.394366197183099 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.1 0.408450704225352 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.11 0.422535211267606 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.12 0.436619718309859 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.13 0.464788732394366 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.14 0.507042253521127 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.15 0.52112676056338 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.16 0.52112676056338 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.17 0.535211267605634 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.18 0.549295774647887 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.19 0.549295774647887 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.2 0.577464788732394 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.21 0.591549295774648 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.22 0.591549295774648 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.23 0.591549295774648 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.24 0.591549295774648 2 1e-8 0.1 0.1 0.25 16000 NA NA
0.25 0.605633802816901 2 1e-8 0.1 0.1 0.25 16000 NA NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 0.929577464788732 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.02 0.943661971830986 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.03 0.957746478873239 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.04 0.957746478873239 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.05 0.957746478873239 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.06 0.957746478873239 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.07 0.957746478873239 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.08 0.971830985915493 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.09 0.971830985915493 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.1 0.971830985915493 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.11 0.971830985915493 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.12 0.971830985915493 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.13 0.971830985915493 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.14 0.971830985915493 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.15 0.985915492957746 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.16 0.985915492957746 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.17 0.985915492957746 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.18 0.985915492957746 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.19 0.985915492957746 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.2 0.985915492957746 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.21 0.985915492957746 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.22 0.985915492957746 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.23 0.985915492957746 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.24 0.985915492957746 2 1e-8 0.1 0.1 0.25 320000 NA NA
0.25 0.985915492957746 2 1e-8 0.1 0.1 0.25 320000 NA NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 0.366197183098592 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.02 0.408450704225352 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.03 0.52112676056338 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.04 0.535211267605634 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.05 0.549295774647887 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.06 0.577464788732394 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.07 0.577464788732394 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.08 0.605633802816901 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.09 0.619718309859155 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.1 0.661971830985915 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.11 0.690140845070423 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.12 0.71830985915493 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.13 0.71830985915493 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.14 0.732394366197183 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.15 0.746478873239437 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.16 0.788732394366197 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.17 0.788732394366197 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.18 0.788732394366197 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.19 0.802816901408451 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.2 0.802816901408451 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.21 0.802816901408451 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.22 0.816901408450704 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.23 0.816901408450704 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.24 0.816901408450704 2 1e-8 0.1 0.1 0.25 32000 NA NA
0.25 0.816901408450704 2 1e-8 0.1 0.1 0.25 32000 NA NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.02 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.03 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.04 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.05 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.06 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.07 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.08 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.09 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.1 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.11 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.12 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.13 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.14 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.15 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.16 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.17 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.18 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.19 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.2 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.21 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.22 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.23 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.24 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
0.25 1 2 1e-8 0.1 0.1 0.5 160000 NA NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 0.08 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.02 0.28 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.03 0.36 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.04 0.4 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.05 0.4 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.06 0.4 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.07 0.48 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.08 0.52 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.09 0.52 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.1 0.52 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.11 0.56 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.12 0.56 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.13 0.64 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.14 0.64 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.15 0.64 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.16 0.64 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.17 0.68 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.18 0.68 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.19 0.68 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.2 0.68 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.21 0.72 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.22 0.72 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.23 0.72 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.24 0.72 2 1e-8 0.1 0.1 0.5 16000 NA NA
0.25 0.76 2 1e-8 0.1 0.1 0.5 16000 NA NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.02 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.03 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.04 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.05 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.06 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.07 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.08 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.09 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.1 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.11 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.12 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.13 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.14 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.15 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.16 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.17 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.18 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.19 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.2 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.21 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.22 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.23 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.24 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
0.25 NaN 2 1e-8 0.1 0.1 0.5 320000 NA NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 0.5 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.02 0.55 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.03 0.65 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.04 0.7 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.05 0.7 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.06 0.7 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.07 0.7 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.08 0.7 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.09 0.7 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.1 0.7 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.11 0.7 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.12 0.75 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.13 0.75 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.14 0.75 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.15 0.75 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.16 0.75 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.17 0.75 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.18 0.75 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.19 0.75 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.2 0.75 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.21 0.75 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.22 0.75 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.23 0.75 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.24 0.75 2 1e-8 0.1 0.1 0.5 32000 NA NA
0.25 0.75 2 1e-8 0.1 0.1 0.5 32000 NA NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 0.880597014925373 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.02 0.91044776119403 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.03 0.91044776119403 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.04 0.925373134328358 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.05 0.925373134328358 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.06 0.925373134328358 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.07 0.925373134328358 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.08 0.955223880597015 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.09 0.955223880597015 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.1 0.955223880597015 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.11 0.955223880597015 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.12 0.955223880597015 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.13 0.970149253731343 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.14 0.970149253731343 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.15 0.970149253731343 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.16 0.985074626865672 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.17 0.985074626865672 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.18 0.985074626865672 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.19 0.985074626865672 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.2 0.985074626865672 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.21 0.985074626865672 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.22 0.985074626865672 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.23 0.985074626865672 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.24 0.985074626865672 2 1e-8 0.1 0.2 0.25 160000 NA NA
0.25 0.985074626865672 2 1e-8 0.1 0.2 0.25 160000 NA NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 0.117647058823529 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.02 0.205882352941176 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.03 0.264705882352941 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.04 0.308823529411765 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.05 0.367647058823529 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.06 0.397058823529412 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.07 0.426470588235294 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.08 0.455882352941176 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.09 0.470588235294118 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.1 0.5 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.11 0.514705882352941 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.12 0.514705882352941 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.13 0.514705882352941 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.14 0.529411764705882 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.15 0.529411764705882 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.16 0.558823529411765 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.17 0.573529411764706 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.18 0.588235294117647 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.19 0.617647058823529 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.2 0.632352941176471 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.21 0.632352941176471 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.22 0.632352941176471 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.23 0.632352941176471 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.24 0.647058823529412 2 1e-8 0.1 0.2 0.25 16000 NA NA
0.25 0.676470588235294 2 1e-8 0.1 0.2 0.25 16000 NA NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 0.82089552238806 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.02 0.895522388059702 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.03 0.91044776119403 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.04 0.925373134328358 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.05 0.925373134328358 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.06 0.940298507462687 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.07 0.970149253731343 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.08 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.09 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.1 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.11 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.12 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.13 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.14 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.15 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.16 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.17 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.18 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.19 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.2 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.21 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.22 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.23 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.24 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
0.25 0.985074626865672 2 1e-8 0.1 0.2 0.25 320000 NA NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 0.397058823529412 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.02 0.470588235294118 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.03 0.514705882352941 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.04 0.558823529411765 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.05 0.647058823529412 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.06 0.691176470588235 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.07 0.705882352941177 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.08 0.705882352941177 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.09 0.705882352941177 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.1 0.720588235294118 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.11 0.720588235294118 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.12 0.720588235294118 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.13 0.75 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.14 0.75 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.15 0.75 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.16 0.779411764705882 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.17 0.779411764705882 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.18 0.794117647058823 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.19 0.794117647058823 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.2 0.794117647058823 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.21 0.794117647058823 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.22 0.794117647058823 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.23 0.808823529411765 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.24 0.808823529411765 2 1e-8 0.1 0.2 0.25 32000 NA NA
0.25 0.823529411764706 2 1e-8 0.1 0.2 0.25 32000 NA NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.02 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.03 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.04 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.05 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.06 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.07 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.08 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.09 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.1 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.11 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.12 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.13 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.14 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.15 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.16 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.17 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.18 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.19 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.2 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.21 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.22 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.23 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.24 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
0.25 NaN 2 1e-8 0.1 0.2 0.5 160000 NA NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.02 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.03 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.04 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.05 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.06 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.07 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.08 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.09 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.1 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.11 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.12 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.13 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.14 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.15 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.16 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.17 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.18 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.19 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.2 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.21 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.22 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.23 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.24 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
0.25 NaN 2 1e-8 0.1 0.2 0.5 16000 NA NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.02 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.03 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.04 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.05 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.06 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.07 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.08 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.09 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.1 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.11 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.12 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.13 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.14 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.15 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.16 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.17 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
0.18 NaN 2 1e-8 0.1 0.2 0.5 320000 NA NA
