alpha power seltype Ne rec mut s1 s2 h t
0.01 0.404255319148936 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.02 0.425531914893617 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.03 0.51063829787234 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.04 0.51063829787234 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.05 0.595744680851064 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.06 0.638297872340426 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.07 0.638297872340426 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.08 0.680851063829787 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.09 0.723404255319149 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.1 0.723404255319149 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.11 0.723404255319149 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.12 0.723404255319149 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.13 0.723404255319149 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.14 0.723404255319149 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.15 0.74468085106383 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.16 0.765957446808511 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.17 0.765957446808511 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.18 0.765957446808511 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.19 0.787234042553192 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.2 0.787234042553192 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.21 0.787234042553192 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.22 0.787234042553192 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.23 0.787234042553192 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.24 0.787234042553192 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
0.25 0.787234042553192 2 1e-8 1e-8 0.02 0.02 0.25 32000 NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.02 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.03 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.04 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.05 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.06 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.07 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.08 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.09 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.1 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.11 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.12 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.13 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.14 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.15 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.16 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.17 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.18 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.19 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.2 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.21 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.22 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.23 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.24 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
0.25 NaN 2 1e-8 1e-8 0.02 0.02 0.5 160000 NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.02 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.03 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.04 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.05 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.06 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.07 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.08 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.09 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.1 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.11 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.12 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.13 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.14 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.15 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.16 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.17 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.18 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.19 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.2 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.21 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.22 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.23 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.24 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
0.25 NaN 2 1e-8 1e-8 0.02 0.02 0.5 16000 NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.02 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.03 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.04 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.05 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.06 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.07 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.08 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.09 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.1 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.11 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.12 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.13 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.14 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.15 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.16 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.17 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.18 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.19 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.2 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.21 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.22 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.23 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.24 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
0.25 NaN 2 1e-8 1e-8 0.02 0.02 0.5 320000 NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.02 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.03 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.04 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.05 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.06 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.07 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.08 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.09 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.1 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.11 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.12 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.13 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.14 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.15 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.16 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.17 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.18 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.19 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.2 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.21 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.22 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.23 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.24 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
0.25 NaN 2 1e-8 1e-8 0.02 0.02 0.5 32000 NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.02 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.03 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.04 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.05 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.06 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.07 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.08 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.09 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.1 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.11 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.12 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.13 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.14 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.15 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.16 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.17 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.18 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.19 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.2 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.21 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.22 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.23 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.24 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
0.25 NaN 2 1e-8 1e-8 0.02 0.05 0.25 160000 NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.02 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.03 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.04 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.05 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.06 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.07 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.08 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.09 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.1 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.11 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.12 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.13 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.14 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.15 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.16 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.17 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.18 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.19 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.2 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.21 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.22 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.23 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.24 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
0.25 NaN 2 1e-8 1e-8 0.02 0.05 0.25 16000 NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.02 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.03 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.04 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.05 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.06 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.07 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.08 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.09 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.1 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.11 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.12 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.13 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.14 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.15 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.16 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.17 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.18 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.19 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.2 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.21 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.22 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.23 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.24 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
0.25 NaN 2 1e-8 1e-8 0.02 0.05 0.25 320000 NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.02 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.03 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.04 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.05 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.06 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.07 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.08 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.09 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.1 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.11 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.12 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.13 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.14 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.15 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.16 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.17 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.18 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.19 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.2 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.21 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.22 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.23 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.24 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
0.25 NaN 2 1e-8 1e-8 0.02 0.05 0.25 32000 NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.02 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.03 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.04 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.05 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.06 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.07 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.08 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.09 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.1 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.11 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.12 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.13 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.14 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.15 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.16 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.17 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.18 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.19 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.2 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.21 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.22 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.23 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.24 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
0.25 NaN 2 1e-8 1e-8 0.02 0.05 0.5 160000 NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.02 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.03 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.04 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.05 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.06 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.07 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.08 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.09 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.1 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.11 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.12 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.13 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.14 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.15 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.16 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.17 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.18 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.19 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.2 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.21 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.22 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.23 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.24 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
0.25 NaN 2 1e-8 1e-8 0.02 0.05 0.5 16000 NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.02 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.03 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.04 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.05 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.06 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.07 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.08 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.09 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.1 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.11 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.12 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.13 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.14 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.15 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.16 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.17 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.18 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.19 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.2 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.21 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.22 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.23 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.24 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
0.25 NaN 2 1e-8 1e-8 0.02 0.05 0.5 320000 NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.02 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.03 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.04 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.05 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.06 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.07 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.08 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.09 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.1 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.11 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.12 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.13 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.14 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.15 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.16 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.17 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.18 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.19 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.2 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.21 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.22 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.23 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.24 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
0.25 NaN 2 1e-8 1e-8 0.02 0.05 0.5 32000 NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.02 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.03 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.04 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.05 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.06 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.07 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.08 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.09 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.1 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.11 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.12 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.13 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.14 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.15 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.16 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.17 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.18 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.19 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.2 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.21 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.22 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.23 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.24 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
0.25 NaN 2 1e-8 1e-8 0.02 0.09 0.25 160000 NA
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN 2 1e-8 1e-8 0.02 0.09 0.25 16000 NA
0.02 NaN 2 1e-8 1e-8 0.02 0.09 0.25 16000 NA
0.03 NaN 2 1e-8 1e-8 0.02 0.09 0.25 16000 NA
0.04 NaN 2 1e-8 1e-8 0.02 0.09 0.25 16000 NA
0.05 NaN 2 1e-8 1e-8 0.02 0.09 0.25 16000 NA
0.06 NaN 2 1e-8 1e-8 0.02 0.09 0.25 16000 NA
