alpha power seltype Ne rec mut s1 s2 h t nsim
0.01 0.65 OD 2000 1e-7 1e-7 0.5 0.5 0 160000 100
0.01 0.65 OD 2000 1e-7 1e-7 0.05 0.1 0 320000 100
0.01 0.654320987654321 OD 2000 1e-8 1e-7 0.05 0.05 0 32000 81
0.01 0.64 OD 2000 1e-7 1e-7 0.5 0.5 0 320000 100
0.01 0.64 OD 2000 1e-7 1e-7 0.5 0.2 0 320000 100
0.01 0.64 OD 2000 1e-7 1e-7 0.1 1 0 160000 100
0.01 0.64 OD 2000 1e-7 1e-7 0.1 0.05 0 320000 100
0.01 0.63 OD 2000 1e-8 1e-7 0.1 0.1 0 32000 100
0.01 0.63 OD 2000 1e-7 1e-7 0.1 0.5 0 160000 100
0.01 0.63 OD 2000 1e-7 1e-7 0.05 0.05 0 160000 100
0.01 0.62 OD 2000 1e-7 1e-7 0.5 0.2 0 160000 100
0.01 0.62 OD 2000 1e-7 1e-7 0.5 0.1 0 320000 100
0.01 0.62 OD 2000 1e-7 1e-7 0.1 0.5 0 320000 100
0.01 0.61 OD 2000 1e-7 1e-7 0.05 0.02 0 160000 100
0.01 0.5 OD 2000 1e-8 1e-7 0.1 0.1 0 32000 80
0.01 0.59 OD 2000 1e-7 1e-7 0.2 0.5 0 160000 100
0.01 0.58 OD 2000 1e-7 1e-7 0.1 0.02 0 160000 100
0.01 0.57 OD 2000 1e-7 1e-7 1 0.5 0 160000 100
0.01 0.57 OD 2000 1e-7 1e-7 1 0.2 0 160000 100
0.01 0.57 OD 2000 1e-7 1e-7 1 0.1 0 320000 100
0.01 0.57 OD 2000 1e-7 1e-7 0.5 1 0 320000 100
0.01 0.57 OD 2000 1e-7 1e-7 0.5 1 0 160000 100
0.01 0.57 OD 2000 1e-7 1e-7 0.1 1 0 320000 100
0.01 0.56 OD 2000 1e-7 1e-7 1 0.5 0 320000 100
0.01 0.56 OD 2000 1e-7 1e-7 0.5 0.1 0 160000 100
0.01 0.567567567567568 OD 2000 1e-8 1e-7 0.02 0.02 0 32000 74
0.01 0.567567567567568 OD 2000 1e-8 1e-7 0.01 0.02 0 32000 74
0.01 0.565789473684211 OD 2000 1e-8 1e-7 0.02 0.1 0 32000 76
0.01 0.55 OD 2000 1e-8 1e-7 0.5 0.5 0 32000 100
0.01 0.55 OD 2000 1e-8 1e-7 0.2 0.2 0 32000 100
0.01 0.55 OD 2000 1e-7 1e-7 1 0.1 0 160000 100
0.01 0.54 OD 2000 1e-8 1e-7 0.2 0.1 0 32000 100
0.01 0.54 OD 2000 1e-8 1e-7 0.1 0.5 0 32000 100
0.01 0.54 OD 2000 1e-7 1e-7 0.2 1 0 160000 100
0.01 0.548780487804878 OD 2000 1e-8 1e-7 0.1 0.05 0 32000 82
0.01 0.547945205479452 OD 2000 1e-8 1e-7 0.05 0.1 0 32000 73
0.01 0.53 OD 2000 1e-8 1e-7 0.1 0.2 0 32000 100
0.01 0.53 OD 2000 1e-7 1e-7 1 1 0 160000 100
0.01 0.535211267605634 OD 2000 1e-8 1e-7 0.05 0.01 0 32000 71
0.01 0.52 OD 2000 1e-8 1e-7 1 1 0 32000 100
0.01 0.52 OD 2000 1e-7 1e-7 1 0.2 0 320000 100
0.01 0.51 OD 2000 1e-8 1e-7 1 0.5 0 32000 100
0.01 0.51 OD 2000 1e-8 1e-7 1 0.1 0 32000 100
0.01 0.506666666666667 OD 2000 1e-8 1e-7 0.02 0.05 0 32000 75
0.01 0.4 OD 2000 1e-8 1e-7 0.1 1 0 32000 100
0.01 0.49 OD 2000 1e-8 1e-7 0.5 0.2 0 32000 100
0.01 0.493333333333333 OD 2000 1e-8 1e-7 0.02 0.01 0 32000 75
0.01 0.48 OD 2000 1e-8 1e-7 0.2 1 0 32000 100
0.01 0.46 OD 2000 1e-8 1e-7 0.2 0.5 0 32000 100
0.01 0.4625 OD 2000 1e-8 1e-7 0.05 0.02 0 32000 80
0.01 0.45 OD 2000 1e-7 1e-7 1 1 0 320000 100
0.01 0.44 OD 2000 1e-8 1e-7 0.5 0.1 0 32000 100
0.01 0.448717948717949 OD 2000 1e-8 1e-7 0.1 0.02 0 32000 78
0.01 0.43859649122807 OD 2000 1e-8 1e-7 0.01 0.05 0 32000 57
0.01 0.430232558139535 OD 20000 1e-8 1e-7 0.1 0.1 0 320000 86
0.01 0.421052631578947 OD 20000 1e-8 1e-7 0.1 0.1 0 320000 76
0.01 0.41 OD 2000 1e-8 1e-8 0.1 0.1 0 32000 100
0.01 0.41 OD 2000 1e-8 1e-8 0.02 0.02 0 32000 100
0.01 0.41 OD 2000 1e-8 1e-7 1 0.2 0 32000 100
0.01 0.41 OD 2000 1e-8 1e-7 0.5 1 0 32000 100
0.01 0.3 OD 2000 1e-8 1e-8 1 0.2 0 32000 100
0.01 0.3 OD 2000 1e-8 1e-8 0.1 1 0 32000 100
0.01 0.3 OD 2000 1e-8 1e-8 0.05 0.1 0 32000 100
0.01 0.3 OD 2000 1e-7 1e-8 0.1 0.02 0 320000 100
0.01 0.3 OD 2000 1e-7 1e-8 0.05 0.05 0 320000 100
0.01 0.397260273972603 OD 20000 1e-8 1e-7 0.01 0.05 0 320000 73
0.01 0.394736842105263 OD 20000 1e-8 1e-7 0.02 0.02 0 320000 76
0.01 0.38 OD 2000 1e-8 1e-8 0.1 0.1 0 32000 100
0.01 0.38 OD 2000 1e-7 1e-8 0.1 0.1 0 320000 100
0.01 0.382716049382716 OD 20000 1e-8 1e-7 0.02 0.05 0 320000 81
0.01 0.373493975903614 OD 20000 1e-8 1e-7 0.01 0.01 0 320000 83
0.01 0.36 OD 2000 1e-8 1e-8 0.01 0.01 0 32000 100
0.01 0.36 OD 2000 1e-7 1e-8 0.05 0.02 0 320000 100
0.01 0.367088607594937 OD 20000 1e-8 1e-7 0.01 0.1 0 320000 79
0.01 0.35 OD 2000 1e-8 1e-8 0.1 0.05 0 32000 100
0.01 0.35 OD 20000 1e-8 1e-8 0.02 0.02 0 320000 100
0.01 0.355263157894737 OD 20000 1e-8 1e-7 0.1 0.01 0 320000 76
0.01 0.354430379746835 OD 20000 1e-8 1e-7 0.05 0.05 0 320000 79
0.01 0.352272727272727 OD 20000 1e-8 1e-7 0.5 0.5 0 320000 88
0.01 0.350649350649351 OD 20000 1e-8 1e-7 0.2 0.2 0 320000 77
0.01 0.34 OD 2000 1e-8 1e-8 0.5 1 0 32000 100
0.01 0.34 OD 2000 1e-8 1e-8 0.2 0.2 0 32000 100
0.01 0.342465753424658 OD 20000 1e-8 1e-7 0.05 0.01 0 320000 73
0.01 0.33 OD 2000 1e-8 1e-8 0.2 0.1 0 32000 100
0.01 0.33 OD 2000 1e-7 1e-8 0.1 0.05 0 320000 100
0.01 0.32 OD 2000 1e-8 1e-8 1 1 0 32000 100
0.01 0.32 OD 2000 1e-8 1e-8 1 0.1 0 32000 100
0.01 0.32 OD 2000 1e-8 1e-8 0.5 0.5 0 32000 100
0.01 0.32 OD 2000 1e-8 1e-8 0.05 0.05 0 32000 100
0.01 0.32 OD 2000 1e-7 1e-8 0.2 0.2 0 320000 100
0.01 0.32 OD 2000 1e-7 1e-8 0.05 0.1 0 320000 100
0.01 0.32 OD 2000 1e-7 1e-8 0.02 0.1 0 320000 100
0.01 0.32 OD 2000 1e-7 1e-8 0.01 0.01 0 320000 100
0.01 0.329545454545455 OD 2000 1e-8 1e-8 0.05 0.01 0 32000 88
0.01 0.328947368421053 OD 20000 1e-7 1e-7 0.02 0.02 0 320000 76
0.01 0.326732673267327 OD 20000 1e-8 1e-8 0.1 0.1 0 320000 101
0.01 0.324324324324324 OD 20000 1e-7 1e-7 0.1 0.1 0 320000 74
0.01 0.32183908045977 OD 20000 1e-7 1e-7 0.01 0.01 0 320000 87
0.01 0.31 OD 2000 1e-8 1e-8 0.02 0.01 0 32000 100
0.01 0.31 OD 2000 1e-8 1e-7 1 1 0 16000 100
0.01 0.316455696202532 OD 20000 1e-7 1e-7 0.05 0.02 0 320000 79
0.01 0.311688311688312 OD 2000 1e-8 1e-8 0.01 0.05 0 32000 77
0.01 0.30379746835443 OD 20000 1e-8 1e-7 0.05 0.02 0 320000 79
0.01 0.302631578947368 OD 20000 1e-8 1e-7 0.1 0.05 0 320000 76
0.01 0.301204819277108 OD 20000 1e-7 1e-7 0.1 0.1 0 320000 83
0.01 0.2 OD 2000 1e-7 1e-8 0.01 0.01 0 160000 100
0.01 0.2 OD 2000 1e-7 1e-7 0.2 0.5 0 32000 100
0.01 0.2 OD 2000 1e-7 1e-7 0.2 0.2 0 32000 100
0.01 0.2 OD 20000 1e-8 1e-8 0.5 0.1 0 320000 100
0.01 0.2 OD 20000 1e-8 1e-8 0.02 0.1 0 320000 100
0.01 0.2 OD 20000 1e-7 1e-7 1 0.2 0 320000 75
0.01 0.29 OD 2000 1e-8 1e-8 0.5 0.1 0 32000 100
0.01 0.29 OD 2000 1e-8 1e-8 0.2 0.5 0 32000 100
0.01 0.29 OD 2000 1e-8 1e-8 0.1 0.02 0 32000 100
0.01 0.29 OD 2000 1e-7 1e-8 0.02 0.01 0 320000 100
0.01 0.29 OD 2000 1e-7 1e-7 0.05 0.05 0 32000 100
0.01 0.29 OD 20000 1e-8 1e-8 0.01 0.01 0 320000 100
0.01 0.292682926829268 OD 20000 1e-8 1e-7 1 1 0 320000 82
0.01 0.292682926829268 OD 20000 1e-8 1e-7 0.5 0.1 0 320000 82
0.01 0.28 OD 2000 1e-8 1e-8 0.2 1 0 32000 100
0.01 0.28 OD 2000 1e-8 1e-8 0.1 0.5 0 32000 100
0.01 0.28 OD 2000 1e-8 1e-8 0.01 0.02 0 32000 100
0.01 0.28 OD 2000 1e-7 1e-8 0.5 0.5 0 320000 100
0.01 0.28 OD 2000 1e-7 1e-8 0.1 0.2 0 320000 100
0.01 0.28 OD 20000 1e-8 1e-8 0.1 0.1 0 320000 100
0.01 0.28 OD 20000 1e-8 1e-7 0.01 0.02 0 320000 75
0.01 0.289473684210526 OD 20000 1e-8 1e-7 0.5 0.2 0 320000 76
0.01 0.287671232876712 OD 20000 1e-8 1e-7 0.02 0.1 0 320000 73
0.01 0.283783783783784 OD 20000 1e-7 1e-7 1 0.1 0 320000 74
0.01 0.27 OD 2000 1e-8 1e-8 0.02 0.1 0 32000 100
0.01 0.27 OD 2000 1e-7 1e-8 0.5 0.2 0 320000 100
0.01 0.27 OD 2000 1e-7 1e-8 0.02 0.02 0 320000 100
0.01 0.27 OD 2000 1e-7 1e-7 0.02 0.02 0 32000 100
0.01 0.27 OD 20000 1e-8 1e-8 0.02 0.05 0 320000 100
0.01 0.275 OD 2000 1e-8 1e-7 0.1 0.1 0 16000 80
0.01 0.272727272727273 OD 20000 1e-7 1e-7 0.05 0.1 0 320000 77
0.01 0.26 OD 2000 1e-8 1e-8 1 0.5 0 32000 100
0.01 0.26 OD 2000 1e-8 1e-8 0.5 0.2 0 32000 100
0.01 0.26 OD 2000 1e-8 1e-7 0.5 0.5 0 16000 100
0.01 0.26 OD 2000 1e-7 1e-8 0.2 1 0 320000 100
0.01 0.266666666666667 OD 20000 1e-7 1e-7 0.02 0.01 0 320000 75
0.01 0.2625 OD 20000 1e-7 1e-7 0.2 0.2 0 320000 80
0.01 0.25 OD 2000 1e-8 1e-8 0.05 0.02 0 32000 100
0.01 0.25 OD 2000 1e-7 1e-8 1 0.2 0 320000 100
0.01 0.25 OD 2000 1e-7 1e-7 0.1 0.1 0 32000 100
0.01 0.25 OD 20000 1e-8 1e-8 0.2 0.2 0 320000 100
0.01 0.25 OD 20000 1e-8 1e-7 0.2 0.1 0 320000 76
0.01 0.257425742574257 OD 20000 1e-8 1e-8 1 1 0 320000 101
0.01 0.256756756756757 OD 20000 1e-7 1e-7 0.2 0.1 0 320000 74
0.01 0.256410256410256 OD 20000 1e-7 1e-7 0.01 0.1 0 320000 78
0.01 0.253333333333333 OD 20000 1e-7 1e-7 0.1 0.01 0 320000 75
0.01 0.24 OD 2000 1e-8 1e-8 0.1 0.2 0 32000 100
0.01 0.24 OD 2000 1e-8 1e-8 0.02 0.05 0 32000 100
0.01 0.24 OD 2000 1e-8 1e-7 0.2 0.2 0 16000 100
0.01 0.24 OD 2000 1e-7 1e-8 0.2 0.1 0 320000 100
0.01 0.24 OD 2000 1e-7 1e-8 0.1 0.1 0 320000 100
0.01 0.24 OD 2000 1e-7 1e-8 0.02 0.05 0 320000 100
0.01 0.24 OD 2000 1e-7 1e-8 0.01 0.02 0 320000 100
0.01 0.24 OD 2000 1e-7 1e-7 1 0.2 0 32000 100
0.01 0.24 OD 2000 1e-7 1e-7 0.01 0.02 0 32000 100
0.01 0.246913580246914 OD 20000 1e-8 1e-7 1 0.1 0 320000 81
0.01 0.246913580246914 OD 20000 1e-7 1e-7 0.05 0.01 0 320000 81
0.01 0.246753246753247 OD 20000 1e-7 1e-7 0.2 0.5 0 320000 77
0.01 0.246753246753247 OD 20000 1e-7 1e-7 0.1 0.2 0 320000 77
0.01 0.243243243243243 OD 20000 1e-8 1e-7 0.1 0.02 0 320000 74
0.01 0.243243243243243 OD 20000 1e-8 1e-7 0.02 0.01 0 320000 74
0.01 0.240506329113924 OD 20000 1e-7 1e-7 0.5 0.2 0 320000 79
0.01 0.23 OD 2000 1e-7 1e-8 1 0.5 0 320000 100
0.01 0.23 OD 2000 1e-7 1e-8 0.2 0.5 0 320000 100
0.01 0.23 OD 20000 1e-8 1e-8 0.1 0.01 0 320000 100
0.01 0.23 OD 20000 1e-8 1e-8 0.01 0.05 0 320000 100
0.01 0.2375 OD 20000 1e-7 1e-7 0.2 1 0 320000 80
0.01 0.236842105263158 OD 20000 1e-7 1e-7 0.1 0.5 0 320000 76
0.01 0.234567901234568 OD 20000 1e-7 1e-7 0.05 0.05 0 320000 81
0.01 0.233766233766234 OD 20000 1e-8 1e-7 0.2 0.5 0 320000 77
0.01 0.233766233766234 OD 20000 1e-7 1e-7 0.1 0.05 0 320000 77
0.01 0.233766233766234 OD 20000 1e-7 1e-7 0.1 0.02 0 320000 77
0.01 0.232876712328767 OD 20000 1e-8 1e-7 0.1 0.2 0 320000 73
0.01 0.232876712328767 OD 20000 1e-7 1e-7 0.01 0.05 0 320000 73
0.01 0.232558139534884 OD 20000 1e-7 1e-7 0.5 0.5 0 320000 86
0.01 0.22 OD 2000 1e-7 1e-8 1 0.1 0 320000 100
0.01 0.22 OD 2000 1e-7 1e-8 0.5 0.1 0 320000 100
0.01 0.22 OD 2000 1e-7 1e-8 0.1 1 0 320000 100
0.01 0.22 OD 2000 1e-7 1e-8 0.1 0.1 0 160000 100
0.01 0.22 OD 20000 1e-8 1e-8 0.2 0.1 0 320000 100
0.01 0.22 OD 20000 1e-8 1e-8 0.05 0.02 0 320000 100
0.01 0.223684210526316 OD 20000 1e-8 1e-7 0.1 1 0 320000 76
0.01 0.223684210526316 OD 20000 1e-7 1e-7 0.5 0.1 0 320000 76
0.01 0.223684210526316 OD 20000 1e-7 1e-7 0.02 0.1 0 320000 76
0.01 0.21 OD 2000 1e-8 1e-7 0.1 0.1 0 16000 100
0.01 0.21 OD 2000 1e-7 1e-8 0.1 0.5 0 320000 100
0.01 0.21 OD 2000 1e-7 1e-7 0.05 0.02 0 32000 100
0.01 0.21 OD 2000 1e-7 1e-7 0.02 0.05 0 32000 100
0.01 0.21 OD 20000 1e-8 1e-8 1 0.2 0 320000 100
0.01 0.21 OD 20000 1e-8 1e-8 0.2 0.5 0 320000 100
0.01 0.21 OD 20000 1e-8 1e-8 0.1 1 0 320000 100
0.01 0.21 OD 20000 1e-8 1e-8 0.05 0.1 0 320000 100
0.01 0.21 OD 20000 1e-8 1e-8 0.05 0.05 0 320000 100
0.01 0.21 OD 20000 1e-8 1e-8 0.05 0.01 0 320000 100
0.01 0.217948717948718 OD 20000 1e-8 1e-7 0.5 1 0 320000 78
0.01 0.2125 OD 20000 1e-8 1e-7 0.05 0.1 0 320000 80
0.01 0.209302325581395 OD 20000 1e-7 1e-7 1 1 0 320000 86
0.01 0.207792207792208 OD 20000 1e-8 1e-7 1 0.2 0 320000 77
0.01 0.20253164556962 OD 20000 1e-7 1e-7 0.01 0.02 0 320000 79
0.01 0.1 SA 20000 1e-8 1e-8 0.1 0.1 0.5 160000 100
0.01 0.1 SA 20000 1e-8 1e-8 0.05 0.05 0.5 160000 100
0.01 0.1 OD 2000 1e-7 1e-8 1 0.2 0 160000 100
0.01 0.1 OD 2000 1e-7 1e-8 0.5 0.2 0 160000 100
0.01 0.1 OD 2000 1e-7 1e-8 0.2 0.5 0 160000 100
0.01 0.1 OD 2000 1e-7 1e-8 0.1 0.5 0 160000 100
0.01 0.1 OD 2000 1e-7 1e-8 0.1 0.1 0 160000 100
0.01 0.1 OD 2000 1e-7 1e-8 0.05 0.05 0 32000 100
0.01 0.1 OD 2000 1e-7 1e-7 0.2 0.1 0 32000 100
0.01 0.1 OD 2000 1e-7 1e-7 0.05 0.05 0 16000 100
0.01 0.1 OD 20000 1e-8 1e-7 0.05 0.01 0 160000 100
0.01 0.1 OD 20000 1e-7 1e-8 0.2 0.2 0 320000 80
0.01 0.1 AP 20000 1e-8 1e-8 0.02 0.02 0.25 160000 100
0.01 0.19 OD 2000 1e-7 1e-8 0.1 1 0 160000 100
0.01 0.19 OD 2000 1e-7 1e-8 0.1 0.05 0 160000 100
0.01 0.19 OD 2000 1e-7 1e-7 0.1 1 0 32000 100
0.01 0.19 OD 2000 1e-7 1e-7 0.1 0.1 0 32000 100
0.01 0.19 OD 2000 1e-7 1e-7 0.1 0.05 0 32000 100
0.01 0.19 OD 2000 1e-7 1e-7 0.1 0.02 0 32000 100
0.01 0.198019801980198 OD 20000 1e-8 1e-8 0.5 0.5 0 320000 101
0.01 0.194805194805195 OD 20000 1e-7 1e-7 0.05 0.1 0 160000 77
0.01 0.18 OD 2000 1e-7 1e-7 0.05 0.1 0 32000 100
0.01 0.18 OD 2000 1e-7 1e-7 0.01 0.01 0 32000 100
0.01 0.18 OD 20000 1e-8 1e-8 0.1 0.02 0 320000 100
0.01 0.18 OD 20000 1e-8 1e-8 0.02 0.01 0 320000 100
0.01 0.18 OD 20000 1e-8 1e-8 0.01 0.1 0 320000 100
0.01 0.185185185185185 OD 2000 1e-7 1e-7 0.01 0.05 0 32000 81
0.01 0.184210526315789 OD 20000 1e-8 1e-7 1 0.5 0 320000 76
0.01 0.17 SA 20000 1e-8 1e-8 0.5 0.5 0.5 160000 100
0.01 0.17 OD 2000 1e-7 1e-8 1 0.5 0 160000 100
0.01 0.17 OD 2000 1e-7 1e-8 0.05 0.05 0 160000 100
0.01 0.17 OD 2000 1e-7 1e-7 0.02 0.1 0 32000 100
0.01 0.17 OD 20000 1e-8 1e-8 0.1 0.2 0 320000 100
0.01 0.17 OD 20000 1e-8 1e-8 0.1 0.05 0 320000 100
0.01 0.17 OD 20000 1e-8 1e-8 0.01 0.02 0 320000 100
0.01 0.17 AP 20000 1e-8 1e-8 1 1 0.25 160000 100
0.01 0.175 OD 20000 1e-7 1e-7 0.02 0.05 0 320000 80
0.01 0.172839506172839 OD 20000 1e-7 1e-7 0.05 0.05 0 160000 81
0.01 0.171052631578947 OD 2000 1e-8 1e-7 0.02 0.1 0 16000 76
0.01 0.171052631578947 OD 20000 1e-7 1e-7 0.5 1 0 320000 76
0.01 0.16 SA 20000 1e-8 1e-8 0.05 0.05 0.25 160000 100
0.01 0.16 OD 2000 1e-7 1e-8 1 1 0 320000 100
0.01 0.16 OD 2000 1e-7 1e-8 0.5 1 0 320000 100
0.01 0.16 OD 2000 1e-7 1e-8 0.1 0.2 0 160000 100
0.01 0.16 OD 2000 1e-7 1e-8 0.05 0.02 0 160000 100
0.01 0.16 OD 2000 1e-7 1e-7 0.5 1 0 32000 100
0.01 0.16 OD 2000 1e-7 1e-7 0.1 0.5 0 32000 100
0.01 0.16 OD 20000 1e-8 1e-8 0.2 1 0 320000 100
0.01 0.16 OD 20000 1e-8 1e-8 0.1 0.5 0 320000 100
0.01 0.168674698795181 OD 20000 1e-7 1e-7 0.1 0.1 0 160000 83
0.01 0.168316831683168 OD 20000 1e-8 1e-7 0.5 0.5 0 160000 101
0.01 0.166666666666667 OD 2000 1e-8 1e-7 0.1 0.02 0 16000 78
0.01 0.162162162162162 OD 2000 1e-8 1e-7 0.01 0.02 0 16000 74
0.01 0.160493827160494 OD 2000 1e-8 1e-7 0.05 0.05 0 16000 81
0.01 0.15 SA 20000 1e-8 1e-8 0.2 0.2 0.5 160000 100
0.01 0.15 SA 20000 1e-8 1e-8 0.2 0.2 0.25 160000 100
0.01 0.15 SA 20000 1e-8 1e-8 0.1 0.1 0.25 160000 100
0.01 0.15 OD 2000 1e-8 1e-8 0.05 0.05 0 16000 100
0.01 0.15 OD 2000 1e-8 1e-7 0.1 0.2 0 16000 100
0.01 0.15 OD 2000 1e-7 1e-8 1 0.1 0 160000 100
0.01 0.15 OD 2000 1e-7 1e-8 0.2 0.2 0 160000 100
0.01 0.15 OD 2000 1e-7 1e-8 0.2 0.1 0 160000 100
0.01 0.15 OD 2000 1e-7 1e-8 0.05 0.1 0 160000 100
0.01 0.15 OD 2000 1e-7 1e-8 0.02 0.01 0 160000 100
0.01 0.15 OD 2000 1e-7 1e-8 0.01 0.02 0 160000 100
0.01 0.15 OD 2000 1e-7 1e-7 0.2 1 0 32000 100
0.01 0.15 OD 2000 1e-7 1e-7 0.1 0.2 0 32000 100
0.01 0.15 OD 2000 1e-7 1e-7 0.02 0.01 0 32000 100
0.01 0.15 OD 20000 1e-8 1e-8 0.5 0.2 0 320000 100
0.01 0.15 OD 20000 1e-8 1e-8 0.1 0.1 0 160000 100
0.01 0.15 AP 20000 1e-8 1e-8 0.2 0.2 0.5 160000 100
0.01 0.15 AP 20000 1e-8 1e-8 0.01 0.01 0.25 160000 100
0.01 0.157894736842105 OD 20000 1e-7 1e-7 1 0.5 0 320000 76
0.01 0.155844155844156 OD 2000 1e-8 1e-7 0.01 0.01 0 16000 77
0.01 0.153846153846154 OD 20000 1e-7 1e-7 0.01 0.1 0 160000 78
0.01 0.14 SA 20000 1e-8 1e-8 1 1 0.5 160000 100
0.01 0.14 SA 20000 1e-8 1e-8 0.02 0.02 0.25 160000 100
0.01 0.14 OD 2000 1e-8 1e-8 1 0.2 0 16000 100
0.01 0.14 OD 2000 1e-8 1e-8 0.1 0.1 0 16000 100
0.01 0.14 OD 2000 1e-8 1e-7 0.5 1 0 16000 100
0.01 0.14 OD 2000 1e-7 1e-7 1 1 0 32000 100
0.01 0.14 OD 2000 1e-7 1e-7 1 0.5 0 32000 100
0.01 0.14 OD 2000 1e-7 1e-7 0.5 0.1 0 32000 100
0.01 0.14 OD 20000 1e-8 1e-7 0.05 0.05 0 160000 100
0.01 0.148648648648649 OD 2000 1e-8 1e-7 0.02 0.02 0 16000 74
0.01 0.148514851485149 OD 20000 1e-8 1e-7 1 1 0 160000 101
0.01 0.148148148148148 OD 20000 1e-8 1e-7 0.1 0.5 0 320000 81
0.01 0.146666666666667 OD 20000 1e-7 1e-7 0.1 1 0 320000 75
0.01 0.144736842105263 OD 20000 1e-7 1e-7 1 0.5 0 160000 76
0.01 0.144444444444444 OD 2000 1e-7 1e-7 0.05 0.01 0 32000 90
0.01 0.142857142857143 OD 20000 1e-7 1e-7 0.1 0.02 0 160000 77
0.01 0.13 SA 20000 1e-8 1e-8 0.2 0.1 0.25 160000 100
0.01 0.13 OD 2000 1e-8 1e-8 0.5 0.1 0 16000 100
0.01 0.13 OD 2000 1e-8 1e-8 0.02 0.1 0 16000 100
0.01 0.13 OD 2000 1e-8 1e-7 1 0.2 0 16000 100
0.01 0.13 OD 2000 1e-7 1e-8 0.02 0.02 0 160000 100
0.01 0.13 OD 2000 1e-7 1e-7 1 0.1 0 32000 100
0.01 0.13 OD 20000 1e-8 1e-8 1 0.1 0 320000 100
0.01 0.13 OD 20000 1e-8 1e-8 0.5 1 0 320000 100
0.01 0.13 OD 20000 1e-8 1e-7 0.02 0.02 0 160000 100
0.01 0.13 AP 20000 1e-8 1e-8 1 1 0.5 160000 100
0.01 0.13953488372093 OD 20000 1e-7 1e-7 1 1 0 160000 86
0.01 0.137931034482759 OD 20000 1e-7 1e-7 0.01 0.01 0 160000 87
0.01 0.135135135135135 OD 2000 1e-8 1e-7 0.01 0.05 0 16000 74
0.01 0.12 SA 20000 1e-8 1e-8 1 1 0.25 160000 100
0.01 0.12 SA 20000 1e-8 1e-8 0.1 0.1 0.5 160000 100
0.01 0.12 OD 2000 1e-8 1e-8 1 1 0 16000 100
0.01 0.12 OD 2000 1e-8 1e-8 0.5 1 0 16000 100
0.01 0.12 OD 2000 1e-8 1e-8 0.5 0.5 0 16000 100
0.01 0.12 OD 2000 1e-8 1e-8 0.2 0.1 0 16000 100
0.01 0.12 OD 2000 1e-8 1e-7 1 0.1 0 16000 100
0.01 0.12 OD 2000 1e-8 1e-7 0.5 0.2 0 16000 100
0.01 0.12 OD 2000 1e-8 1e-7 0.5 0.1 0 16000 100
0.01 0.12 OD 2000 1e-8 1e-7 0.2 0.1 0 16000 100
0.01 0.12 OD 2000 1e-7 1e-7 0.5 0.2 0 32000 100
0.01 0.12987012987013 OD 20000 1e-7 1e-7 0.1 1 0 160000 77
0.01 0.128712871287129 OD 20000 1e-8 1e-8 0.1 0.1 0 160000 101
0.01 0.128712871287129 OD 20000 1e-8 1e-7 0.1 0.1 0 160000 101
0.01 0.128205128205128 OD 20000 1e-8 1e-7 0.2 1 0 320000 78
0.01 0.125 OD 20000 1e-7 1e-7 0.2 0.2 0 160000 80
0.01 0.121621621621622 OD 20000 1e-7 1e-7 0.1 0.1 0 160000 74
0.01 0.11 SA 20000 1e-8 1e-8 0.5 0.5 0.25 160000 100
0.01 0.11 SA 20000 1e-8 1e-8 0.5 0.2 0.25 160000 100
0.01 0.11 OD 2000 1e-8 1e-8 1 0.5 0 16000 100
0.01 0.11 OD 2000 1e-8 1e-8 1 0.1 0 16000 100
0.01 0.11 OD 2000 1e-8 1e-8 0.2 1 0 16000 100
0.01 0.11 OD 2000 1e-8 1e-7 1 0.5 0 16000 100
0.01 0.11 OD 2000 1e-8 1e-7 0.2 1 0 16000 100
0.01 0.11 OD 2000 1e-8 1e-7 0.1 1 0 16000 100
0.01 0.11 OD 2000 1e-7 1e-8 0.5 0.5 0 160000 100
0.01 0.11 OD 2000 1e-7 1e-8 0.5 0.1 0 160000 100
0.01 0.11 OD 2000 1e-7 1e-8 0.1 0.05 0 32000 100
0.01 0.11 OD 2000 1e-7 1e-8 0.1 0.02 0 160000 100
0.01 0.11 OD 2000 1e-7 1e-8 0.02 0.1 0 160000 100
0.01 0.11 OD 2000 1e-7 1e-7 0.5 0.5 0 32000 100
0.01 0.11 OD 20000 1e-8 1e-8 0.2 0.2 0 160000 100
0.01 0.11 OD 20000 1e-8 1e-8 0.05 0.05 0 160000 100
0.01 0.11 OD 20000 1e-8 1e-7 0.1 0.01 0 160000 100
0.01 0.11 OD 20000 1e-8 1e-7 0.01 0.1 0 160000 100
0.01 0.11 AP 20000 1e-8 1e-8 0.1 0.1 0.25 160000 100
0.01 0.11 AP 20000 1e-8 1e-8 0.05 0.05 0.5 160000 100
0.01 0.118811881188119 OD 20000 1e-8 1e-8 1 1 0 160000 101
0.01 0.1125 OD 2000 1e-8 1e-7 0.05 0.02 0 16000 80
0.01 0.111111111111111 OD 20000 1e-7 1e-7 0.05 0.01 0 160000 81
0.01 0.109375 AP 20000 1e-8 1e-8 0.1 0.1 0.5 160000 64
0.01 0.106666666666667 OD 2000 1e-8 1e-7 0.02 0.05 0 16000 75
0.01 0.106666666666667 OD 20000 1e-7 1e-8 0.1 1 0 320000 75
0.01 0.105263157894737 OD 20000 1e-7 1e-7 0.02 0.02 0 160000 76
