alpha power seltype Ne rec mut s1 s2 h t nsim
0.01 0.104651162790698 OD 20000 1e-7 1e-7 0.5 0.5 0 160000 86
0.01 0.10126582278481 OD 20000 1e-7 1e-7 0.05 0.02 0 160000 79
0.01 0.09 OD 2000 1e-8 1e-8 0.1 0.2 0 16000 100
0.01 0.09 OD 2000 1e-8 1e-7 0.2 0.5 0 16000 100
0.01 0.09 OD 2000 1e-7 1e-8 0.1 0.1 0 32000 100
0.01 0.09 OD 2000 1e-7 1e-8 0.05 0.02 0 32000 100
0.01 0.09 OD 2000 1e-7 1e-8 0.02 0.05 0 32000 100
0.01 0.09 OD 2000 1e-7 1e-8 0.02 0.05 0 160000 100
0.01 0.09 OD 2000 1e-7 1e-8 0.02 0.02 0 32000 100
0.01 0.09 OD 2000 1e-7 1e-7 0.2 0.2 0 16000 100
0.01 0.09 OD 20000 1e-8 1e-8 0.05 0.02 0 160000 100
0.01 0.09 OD 20000 1e-8 1e-7 0.2 0.2 0 160000 100
0.01 0.09 OD 20000 1e-8 1e-7 0.1 1 0 160000 100
0.01 0.09 AP 20000 1e-8 1e-8 0.5 1 0.25 160000 100
0.01 0.09 AP 20000 1e-8 1e-8 0.5 0.5 0.25 160000 100
0.01 0.09 AP 20000 1e-8 1e-8 0.2 0.2 0.25 160000 100
0.01 0.09 AP 20000 1e-8 1e-8 0.1 0.1 0.5 160000 100
0.01 0.09 AP 20000 1e-8 1e-8 0.1 0.05 0.25 160000 100
0.01 0.0945945945945946 OD 20000 1e-7 1e-7 1 0.1 0 160000 74
0.01 0.0933333333333333 OD 20000 1e-7 1e-7 0.02 0.01 0 160000 75
0.01 0.0921052631578947 OD 20000 1e-7 1e-7 0.1 0.5 0 160000 76
0.01 0.0909090909090909 OD 2000 1e-8 1e-8 0.01 0.05 0 16000 99
0.01 0.0909090909090909 OD 20000 1e-7 1e-7 0.1 0.2 0 160000 77
0.01 0.08 SA 20000 1e-8 1e-8 0.1 0.1 0.25 160000 100
0.01 0.08 SA 20000 1e-8 1e-8 0.05 0.1 0.25 160000 100
0.01 0.08 SA 20000 1e-8 1e-8 0.02 0.01 0.25 160000 100
0.01 0.08 SA 20000 1e-8 1e-8 0.01 0.02 0.25 160000 100
0.01 0.08 OD 2000 1e-8 1e-8 0.5 0.2 0 16000 100
0.01 0.08 OD 2000 1e-8 1e-8 0.1 1 0 16000 100
0.01 0.08 OD 2000 1e-8 1e-8 0.02 0.02 0 16000 100
0.01 0.08 OD 2000 1e-8 1e-8 0.01 0.02 0 16000 100
0.01 0.08 OD 2000 1e-8 1e-8 0.01 0.01 0 16000 100
0.01 0.08 OD 2000 1e-8 1e-7 0.1 0.5 0 16000 100
0.01 0.08 OD 2000 1e-8 1e-7 0.02 0.01 0 16000 75
0.01 0.08 OD 2000 1e-7 1e-8 1 0.2 0 32000 100
0.01 0.08 OD 2000 1e-7 1e-7 1 0.2 0 16000 100
0.01 0.08 OD 2000 1e-7 1e-7 0.5 0.5 0 16000 100
0.01 0.08 OD 2000 1e-7 1e-7 0.1 1 0 16000 100
0.01 0.08 OD 20000 1e-8 1e-8 1 0.5 0 320000 100
0.01 0.08 OD 20000 1e-8 1e-8 0.05 0.1 0 160000 100
0.01 0.08 OD 20000 1e-8 1e-8 0.01 0.01 0 160000 100
0.01 0.08 OD 20000 1e-8 1e-7 1 0.5 0 160000 100
0.01 0.08 OD 20000 1e-8 1e-7 1 0.1 0 160000 100
0.01 0.08 OD 20000 1e-8 1e-7 0.05 0.1 0 160000 100
0.01 0.08 OD 20000 1e-8 1e-7 0.02 0.05 0 160000 100
0.01 0.08 OD 20000 1e-8 1e-7 0.01 0.01 0 160000 100
0.01 0.08 AP 20000 1e-8 1e-8 0.5 0.5 0.5 160000 100
0.01 0.08 AP 20000 1e-8 1e-8 0.05 0.1 0.25 160000 100
0.01 0.08 AP 20000 1e-8 1e-8 0.05 0.05 0.25 160000 100
0.01 0.0864197530864197 OD 20000 1e-7 1e-8 0.05 0.05 0 320000 81
0.01 0.0833333333333333 AP 20000 1e-8 1e-8 0.1 0.1 0.25 160000 60
0.01 0.0821917808219178 OD 2000 1e-8 1e-7 0.05 0.1 0 16000 73
0.01 0.0810810810810811 OD 20000 1e-7 1e-7 0.2 0.1 0 160000 74
0.01 0.07 SA 20000 1e-8 1e-8 0.1 0.05 0.25 160000 100
0.01 0.07 SA 20000 1e-8 1e-8 0.01 0.01 0.25 160000 100
0.01 0.07 OD 2000 1e-8 1e-8 0.05 0.1 0 16000 100
0.01 0.07 OD 2000 1e-7 1e-8 0.5 1 0 160000 100
0.01 0.07 OD 2000 1e-7 1e-8 0.5 0.2 0 32000 100
0.01 0.07 OD 2000 1e-7 1e-8 0.2 1 0 160000 100
0.01 0.07 OD 2000 1e-7 1e-8 0.2 0.2 0 16000 100
0.01 0.07 OD 2000 1e-7 1e-8 0.1 0.2 0 32000 100
0.01 0.07 OD 2000 1e-7 1e-8 0.1 0.1 0 32000 100
0.01 0.07 OD 2000 1e-7 1e-8 0.05 0.02 0 16000 100
0.01 0.07 OD 2000 1e-7 1e-8 0.02 0.01 0 32000 100
0.01 0.07 OD 2000 1e-7 1e-7 0.2 0.1 0 16000 100
0.01 0.07 OD 2000 1e-7 1e-7 0.1 0.1 0 16000 100
0.01 0.07 OD 2000 1e-7 1e-7 0.01 0.01 0 16000 100
0.01 0.07 OD 20000 1e-8 1e-8 1 0.1 0 160000 100
0.01 0.07 OD 20000 1e-8 1e-8 0.5 0.2 0 160000 100
0.01 0.07 OD 20000 1e-8 1e-8 0.1 0.05 0 160000 100
0.01 0.07 OD 20000 1e-8 1e-8 0.1 0.01 0 160000 100
0.01 0.07 OD 20000 1e-8 1e-8 0.05 0.01 0 160000 100
0.01 0.07 OD 20000 1e-8 1e-8 0.02 0.02 0 160000 100
0.01 0.07 OD 20000 1e-8 1e-8 0.01 0.1 0 160000 100
0.01 0.07 OD 20000 1e-8 1e-7 0.5 0.2 0 160000 100
0.01 0.07 OD 20000 1e-8 1e-7 0.1 0.2 0 160000 100
0.01 0.07 OD 20000 1e-8 1e-7 0.02 0.1 0 160000 100
0.01 0.07 OD 20000 1e-8 1e-7 0.02 0.01 0 160000 100
0.01 0.07 OD 20000 1e-8 1e-7 0.01 0.02 0 160000 100
0.01 0.07 AP 20000 1e-8 1e-8 0.2 0.1 0.25 160000 100
0.01 0.07 AP 20000 1e-8 1e-8 0.05 0.02 0.25 160000 100
0.01 0.0792079207920792 OD 20000 1e-8 1e-8 0.5 0.5 0 160000 101
0.01 0.0789473684210526 OD 20000 1e-8 1e-7 0.02 0.02 0 16000 76
0.01 0.0789473684210526 OD 20000 1e-7 1e-8 1 0.5 0 320000 76
0.01 0.0789473684210526 OD 20000 1e-7 1e-8 0.5 1 0 320000 76
0.01 0.0789473684210526 OD 20000 1e-7 1e-7 0.02 0.1 0 160000 76
0.01 0.0779220779220779 OD 20000 1e-7 1e-7 0.2 0.5 0 160000 77
0.01 0.0769230769230769 OD 20000 1e-7 1e-8 0.01 0.1 0 320000 78
0.01 0.075 OD 20000 1e-7 1e-7 0.02 0.05 0 160000 80
0.01 0.0740740740740741 OD 2000 1e-7 1e-8 0.05 0.01 0 160000 27
0.01 0.0731707317073171 OD 2000 1e-8 1e-7 0.1 0.05 0 16000 82
0.01 0.072289156626506 OD 20000 1e-7 1e-8 0.1 0.1 0 320000 83
0.01 0.06 SA 20000 1e-8 1e-8 1 0.5 0.25 160000 100
0.01 0.06 SA 20000 1e-8 1e-8 0.2 0.5 0.25 160000 100
0.01 0.06 SA 20000 1e-8 1e-8 0.1 0.2 0.25 160000 100
0.01 0.06 OD 2000 1e-8 1e-8 0.2 0.5 0 16000 100
0.01 0.06 OD 2000 1e-8 1e-8 0.2 0.2 0 16000 100
0.01 0.06 OD 2000 1e-8 1e-8 0.1 0.1 0 16000 100
0.01 0.06 OD 2000 1e-8 1e-8 0.1 0.02 0 16000 100
0.01 0.06 OD 2000 1e-7 1e-8 1 1 0 32000 100
0.01 0.06 OD 2000 1e-7 1e-8 1 1 0 160000 100
0.01 0.06 OD 2000 1e-7 1e-8 0.5 0.1 0 16000 100
0.01 0.06 OD 2000 1e-7 1e-8 0.1 1 0 32000 100
0.01 0.06 OD 2000 1e-7 1e-8 0.1 0.02 0 32000 100
0.01 0.06 OD 2000 1e-7 1e-8 0.02 0.1 0 32000 100
0.01 0.06 OD 2000 1e-7 1e-8 0.02 0.1 0 16000 100
0.01 0.06 OD 2000 1e-7 1e-8 0.02 0.02 0 16000 100
0.01 0.06 OD 2000 1e-7 1e-8 0.01 0.02 0 32000 100
0.01 0.06 OD 2000 1e-7 1e-7 0.1 0.02 0 16000 100
0.01 0.06 OD 2000 1e-7 1e-7 0.02 0.1 0 16000 100
0.01 0.06 OD 2000 1e-7 1e-7 0.02 0.02 0 16000 100
0.01 0.06 OD 2000 1e-7 1e-7 0.02 0.01 0 16000 100
0.01 0.06 OD 20000 1e-8 1e-8 0.5 0.1 0 160000 100
0.01 0.06 OD 20000 1e-8 1e-8 0.2 0.1 0 160000 100
0.01 0.06 OD 20000 1e-8 1e-8 0.1 0.2 0 160000 100
0.01 0.06 OD 20000 1e-8 1e-8 0.1 0.02 0 160000 100
0.01 0.06 OD 20000 1e-8 1e-8 0.02 0.01 0 160000 100
0.01 0.06 OD 20000 1e-8 1e-7 0.2 0.1 0 160000 100
0.01 0.06 OD 20000 1e-8 1e-7 0.1 0.05 0 160000 100
0.01 0.06 OD 20000 1e-8 1e-7 0.1 0.02 0 160000 100
0.01 0.06 OD 20000 1e-8 1e-7 0.05 0.02 0 160000 100
0.01 0.06 OD 20000 1e-7 1e-8 0.1 0.02 0 160000 100
0.01 0.06 OD 20000 1e-7 1e-8 0.05 0.02 0 160000 100
0.01 0.06 OD 20000 1e-7 1e-8 0.05 0.01 0 160000 100
0.01 0.06 AP 20000 1e-8 1e-8 1 0.5 0.25 160000 100
0.01 0.06 AP 20000 1e-8 1e-8 0.5 0.2 0.25 160000 100
0.01 0.06 AP 20000 1e-8 1e-8 0.2 0.5 0.25 160000 100
0.01 0.06 AP 20000 1e-8 1e-8 0.02 0.05 0.25 160000 100
0.01 0.0684931506849315 OD 20000 1e-7 1e-8 0.01 0.05 0 320000 73
0.01 0.0675675675675676 OD 20000 1e-7 1e-8 1 0.1 0 320000 74
0.01 0.0675675675675676 OD 20000 1e-7 1e-8 0.1 0.1 0 320000 74
0.01 0.0657894736842105 OD 2000 1e-8 1e-7 0.05 0.01 0 16000 76
0.01 0.0657894736842105 OD 20000 1e-7 1e-8 0.02 0.02 0 320000 76
0.01 0.0657894736842105 OD 20000 1e-7 1e-7 0.5 1 0 160000 76
0.01 0.0657894736842105 OD 20000 1e-7 1e-7 0.5 0.1 0 160000 76
0.01 0.0649350649350649 OD 20000 1e-7 1e-7 0.1 0.05 0 160000 77
0.01 0.0641025641025641 OD 20000 1e-8 1e-8 1 0.2 0 16000 78
0.01 0.0632911392405063 OD 20000 1e-7 1e-7 0.5 0.2 0 160000 79
0.01 0.0632911392405063 OD 20000 1e-7 1e-7 0.01 0.02 0 160000 79
0.01 0.0625 OD 20000 1e-7 1e-7 0.2 1 0 160000 80
0.01 0.05 OD 2000 1e-8 1e-8 0.1 0.5 0 16000 100
0.01 0.05 OD 2000 1e-8 1e-8 0.05 0.02 0 16000 100
0.01 0.05 OD 2000 1e-7 1e-8 1 0.5 0 32000 100
0.01 0.05 OD 2000 1e-7 1e-8 0.5 0.1 0 32000 100
0.01 0.05 OD 2000 1e-7 1e-8 0.2 0.5 0 32000 100
0.01 0.05 OD 2000 1e-7 1e-8 0.1 0.05 0 16000 100
0.01 0.05 OD 2000 1e-7 1e-8 0.1 0.02 0 16000 100
0.01 0.05 OD 2000 1e-7 1e-8 0.05 0.05 0 16000 100
0.01 0.05 OD 2000 1e-7 1e-8 0.01 0.01 0 16000 100
0.01 0.05 OD 2000 1e-7 1e-7 1 1 0 16000 100
0.01 0.05 OD 2000 1e-7 1e-7 1 0.1 0 16000 100
0.01 0.05 OD 2000 1e-7 1e-7 0.05 0.01 0 16000 100
0.01 0.05 OD 2000 1e-7 1e-7 0.02 0.05 0 16000 100
0.01 0.05 OD 2000 1e-7 1e-7 0.01 0.02 0 16000 100
0.01 0.05 OD 20000 1e-8 1e-8 1 0.5 0 160000 100
0.01 0.05 OD 20000 1e-8 1e-8 1 0.2 0 160000 100
0.01 0.05 OD 20000 1e-8 1e-8 0.2 1 0 160000 100
0.01 0.05 OD 20000 1e-8 1e-8 0.1 1 0 160000 100
0.01 0.05 OD 20000 1e-8 1e-8 0.1 0.5 0 160000 100
0.01 0.05 OD 20000 1e-8 1e-8 0.02 0.1 0 160000 100
0.01 0.05 OD 20000 1e-8 1e-8 0.02 0.05 0 160000 100
0.01 0.05 OD 20000 1e-8 1e-7 1 0.2 0 160000 100
0.01 0.05 OD 20000 1e-8 1e-7 0.5 0.1 0 160000 100
0.01 0.05 OD 20000 1e-8 1e-7 0.2 0.5 0 160000 100
0.01 0.05 OD 20000 1e-8 1e-7 0.1 0.1 0 160000 100
0.01 0.05 OD 20000 1e-7 1e-8 0.2 0.5 0 160000 100
0.01 0.05 OD 20000 1e-7 1e-8 0.2 0.2 0 160000 100
0.01 0.05 OD 20000 1e-7 1e-8 0.1 0.1 0 160000 100
0.01 0.05 AP 20000 1e-8 1e-8 0.1 0.2 0.25 160000 100
0.01 0.05 AP 20000 1e-8 1e-8 0.02 0.01 0.25 160000 100
0.01 0.0581395348837209 OD 20000 1e-7 1e-8 1 1 0 16000 86
0.01 0.0581395348837209 OD 20000 1e-7 1e-8 0.5 0.5 0 320000 86
0.01 0.0581395348837209 OD 20000 1e-7 1e-7 1 1 0 16000 86
0.01 0.0568181818181818 OD 20000 1e-8 1e-8 0.5 0.5 0 16000 88
0.01 0.0549450549450549 OD 2000 1e-7 1e-8 0.05 0.01 0 32000 91
0.01 0.0547945205479452 OD 20000 1e-7 1e-7 0.01 0.05 0 160000 73
0.01 0.0540540540540541 OD 20000 1e-7 1e-8 0.2 0.1 0 320000 74
0.01 0.0526315789473684 OD 20000 1e-8 1e-7 0.1 0.01 0 16000 76
0.01 0.0526315789473684 OD 20000 1e-7 1e-8 0.5 0.1 0 320000 76
0.01 0.0526315789473684 OD 20000 1e-7 1e-8 0.1 0.5 0 320000 76
0.01 0.0526315789473684 OD 20000 1e-7 1e-7 0.5 0.1 0 32000 76
0.01 0.051948051948052 OD 20000 1e-7 1e-8 0.05 0.1 0 320000 77
0.01 0.0512820512820513 OD 20000 1e-8 1e-7 1 0.2 0 16000 78
0.01 0.04 OD 2000 1e-8 1e-8 0.1 0.05 0 16000 100
0.01 0.04 OD 2000 1e-7 1e-8 1 1 0 16000 100
0.01 0.04 OD 2000 1e-7 1e-8 1 0.1 0 16000 100
0.01 0.04 OD 2000 1e-7 1e-8 0.5 1 0 32000 100
0.01 0.04 OD 2000 1e-7 1e-8 0.5 0.2 0 16000 100
0.01 0.04 OD 2000 1e-7 1e-8 0.2 0.2 0 32000 100
0.01 0.04 OD 2000 1e-7 1e-8 0.2 0.1 0 32000 100
0.01 0.04 OD 2000 1e-7 1e-8 0.2 0.1 0 16000 100
0.01 0.04 OD 2000 1e-7 1e-8 0.1 0.5 0 32000 100
0.01 0.04 OD 2000 1e-7 1e-8 0.05 0.01 0 16000 100
0.01 0.04 OD 2000 1e-7 1e-7 0.2 1 0 16000 100
0.01 0.04 OD 2000 1e-7 1e-7 0.1 0.1 0 16000 100
0.01 0.04 OD 2000 1e-7 1e-7 0.1 0.05 0 16000 100
0.01 0.04 OD 2000 1e-7 1e-7 0.05 0.1 0 16000 100
0.01 0.04 OD 20000 1e-8 1e-8 0.5 1 0 160000 100
0.01 0.04 OD 20000 1e-8 1e-8 0.5 0.2 0 16000 75
0.01 0.04 OD 20000 1e-8 1e-8 0.01 0.02 0 160000 100
0.01 0.04 OD 20000 1e-8 1e-7 0.5 1 0 160000 100
0.01 0.04 OD 20000 1e-8 1e-7 0.2 1 0 160000 100
0.01 0.04 OD 20000 1e-8 1e-7 0.1 0.5 0 160000 100
0.01 0.04 OD 20000 1e-8 1e-7 0.1 0.02 0 16000 75
0.01 0.04 OD 20000 1e-8 1e-7 0.01 0.05 0 160000 100
0.01 0.04 OD 20000 1e-7 1e-8 0.1 0.01 0 320000 75
0.01 0.04 OD 20000 1e-7 1e-8 0.1 0.01 0 16000 75
0.01 0.04 OD 20000 1e-7 1e-8 0.02 0.01 0 320000 75
0.01 0.04 OD 20000 1e-7 1e-7 1 0.2 0 160000 75
0.01 0.0493827160493827 OD 20000 1e-8 1e-7 0.02 0.05 0 16000 81
0.01 0.0493827160493827 OD 20000 1e-7 1e-8 0.05 0.01 0 320000 81
0.01 0.0487804878048781 OD 20000 1e-8 1e-7 1 1 0 16000 82
0.01 0.0465116279069767 OD 20000 1e-7 1e-8 1 1 0 320000 86
0.01 0.0416666666666667 OD 20000 1e-7 1e-7 0.01 0.05 0 16000 72
0.01 0.0412371134020619 OD 2000 1e-8 1e-8 0.05 0.01 0 16000 97
0.01 0.0410958904109589 OD 20000 1e-8 1e-7 0.1 0.2 0 16000 73
0.01 0.0410958904109589 OD 20000 1e-8 1e-7 0.01 0.05 0 16000 73
0.01 0.0408163265306122 OD 2000 1e-7 1e-7 0.01 0.05 0 16000 98
0.01 0.0405405405405405 OD 20000 1e-8 1e-7 0.02 0.01 0 16000 74
0.01 0.03 SA 20000 1e-8 1e-8 0.5 1 0.25 160000 100
0.01 0.03 OD 2000 1e-8 1e-8 0.02 0.05 0 16000 100
0.01 0.03 OD 2000 1e-8 1e-8 0.02 0.01 0 16000 100
0.01 0.03 OD 2000 1e-7 1e-8 1 0.1 0 32000 100
0.01 0.03 OD 2000 1e-7 1e-8 0.5 1 0 16000 100
0.01 0.03 OD 2000 1e-7 1e-8 0.5 0.5 0 32000 100
0.01 0.03 OD 2000 1e-7 1e-8 0.5 0.5 0 16000 100
0.01 0.03 OD 2000 1e-7 1e-8 0.1 0.2 0 16000 100
0.01 0.03 OD 2000 1e-7 1e-8 0.1 0.1 0 16000 100
0.01 0.03 OD 2000 1e-7 1e-8 0.02 0.05 0 16000 100
0.01 0.03 OD 2000 1e-7 1e-7 0.5 0.2 0 16000 100
0.01 0.03 OD 2000 1e-7 1e-7 0.1 0.5 0 16000 100
0.01 0.03 OD 2000 1e-7 1e-7 0.05 0.02 0 16000 100
0.01 0.03 OD 20000 1e-8 1e-8 0.2 0.5 0 160000 100
0.01 0.03 OD 20000 1e-8 1e-8 0.01 0.05 0 160000 100
0.01 0.03 OD 20000 1e-7 1e-8 1 1 0 160000 100
0.01 0.03 OD 20000 1e-7 1e-8 1 0.5 0 160000 100
0.01 0.03 OD 20000 1e-7 1e-8 0.5 1 0 160000 100
0.01 0.03 OD 20000 1e-7 1e-8 0.05 0.05 0 160000 100
0.01 0.03 OD 20000 1e-7 1e-8 0.02 0.02 0 160000 100
0.01 0.03 OD 20000 1e-7 1e-8 0.01 0.02 0 160000 100
0.01 0.03 AP 20000 1e-8 1e-8 0.01 0.02 0.25 160000 100
0.01 0.0396039603960396 OD 20000 1e-7 1e-8 0.1 0.1 0 160000 101
0.01 0.0394736842105263 OD 20000 1e-8 1e-8 0.1 0.05 0 32000 76
0.01 0.0394736842105263 OD 20000 1e-8 1e-7 0.2 0.1 0 16000 76
0.01 0.0394736842105263 OD 20000 1e-8 1e-7 0.1 1 0 16000 76
0.01 0.0394736842105263 OD 20000 1e-7 1e-8 0.02 0.1 0 320000 76
0.01 0.0379746835443038 OD 20000 1e-8 1e-7 0.05 0.05 0 16000 79
0.01 0.0379746835443038 OD 20000 1e-7 1e-8 0.5 0.2 0 320000 79
0.01 0.0379746835443038 OD 20000 1e-7 1e-8 0.05 0.02 0 320000 79
0.01 0.0375 OD 20000 1e-7 1e-8 0.02 0.05 0 320000 80
0.01 0.037037037037037 OD 2000 1e-7 1e-8 0.01 0.05 0 32000 81
0.01 0.037037037037037 OD 20000 1e-7 1e-8 0.05 0.01 0 16000 81
0.01 0.037037037037037 OD 20000 1e-7 1e-7 0.05 0.05 0 16000 81
0.01 0.037037037037037 OD 20000 1e-7 1e-7 0.05 0.01 0 16000 81
0.01 0.0365853658536585 OD 20000 1e-8 1e-8 1 1 0 32000 82
0.01 0.0365853658536585 OD 20000 1e-8 1e-7 1 1 0 32000 82
0.01 0.036144578313253 OD 20000 1e-8 1e-7 0.5 0.1 0 16000 83
0.01 0.0348837209302326 OD 20000 1e-8 1e-7 0.1 0.1 0 16000 86
0.01 0.0344827586206897 OD 20000 1e-7 1e-8 0.01 0.01 0 320000 87
0.01 0.0303030303030303 OD 2000 1e-7 1e-8 0.01 0.05 0 16000 99
0.01 0.02 OD 2000 1e-7 1e-8 1 0.5 0 16000 100
0.01 0.02 OD 2000 1e-7 1e-8 0.2 1 0 16000 100
0.01 0.02 OD 2000 1e-7 1e-8 0.2 0.5 0 16000 100
0.01 0.02 OD 2000 1e-7 1e-8 0.1 1 0 16000 100
0.01 0.02 OD 2000 1e-7 1e-8 0.02 0.01 0 16000 100
0.01 0.02 OD 2000 1e-7 1e-8 0.01 0.02 0 16000 100
0.01 0.02 OD 2000 1e-7 1e-8 0.01 0.01 0 32000 100
0.01 0.02 OD 2000 1e-7 1e-7 1 0.5 0 16000 100
0.01 0.02 OD 2000 1e-7 1e-7 0.5 0.1 0 16000 100
0.01 0.02 OD 20000 1e-7 1e-8 1 0.2 0 160000 100
0.01 0.02 OD 20000 1e-7 1e-8 0.5 0.2 0 160000 100
0.01 0.02 OD 20000 1e-7 1e-8 0.5 0.1 0 160000 100
0.01 0.02 OD 20000 1e-7 1e-8 0.2 1 0 160000 100
0.01 0.02 OD 20000 1e-7 1e-8 0.1 1 0 160000 100
0.01 0.02 OD 20000 1e-7 1e-8 0.1 0.5 0 160000 100
0.01 0.02 OD 20000 1e-7 1e-8 0.1 0.2 0 160000 100
0.01 0.02 OD 20000 1e-7 1e-8 0.1 0.01 0 160000 100
0.01 0.02 OD 20000 1e-7 1e-8 0.05 0.1 0 160000 100
0.01 0.02 OD 20000 1e-7 1e-8 0.02 0.05 0 160000 100
0.01 0.02 OD 20000 1e-7 1e-8 0.01 0.1 0 160000 100
0.01 0.02 OD 20000 1e-7 1e-8 0.01 0.01 0 160000 100
0.01 0.0273972602739726 OD 20000 1e-8 1e-8 0.1 0.2 0 16000 73
0.01 0.027027027027027 OD 20000 1e-7 1e-8 1 0.1 0 32000 74
0.01 0.027027027027027 OD 20000 1e-7 1e-7 0.1 0.1 0 16000 74
0.01 0.0266666666666667 OD 20000 1e-8 1e-8 0.1 0.02 0 16000 75
0.01 0.0266666666666667 OD 20000 1e-8 1e-8 0.01 0.02 0 16000 75
0.01 0.0266666666666667 OD 20000 1e-8 1e-7 0.5 0.2 0 16000 75
0.01 0.0266666666666667 OD 20000 1e-7 1e-8 1 0.2 0 320000 75
0.01 0.0266666666666667 OD 20000 1e-7 1e-8 0.1 0.01 0 32000 75
0.01 0.0266666666666667 OD 20000 1e-7 1e-8 0.02 0.01 0 16000 75
0.01 0.0266666666666667 OD 20000 1e-7 1e-7 0.1 0.01 0 160000 75
0.01 0.0263157894736842 OD 20000 1e-8 1e-8 0.1 0.1 0 16000 76
0.01 0.0263157894736842 OD 20000 1e-8 1e-8 0.1 0.01 0 16000 76
0.01 0.0263157894736842 OD 20000 1e-8 1e-7 0.1 0.01 0 32000 76
0.01 0.0263157894736842 OD 20000 1e-7 1e-8 1 0.2 0 16000 76
0.01 0.0263157894736842 OD 20000 1e-7 1e-8 0.5 0.1 0 16000 76
0.01 0.0263157894736842 OD 20000 1e-7 1e-7 1 0.2 0 16000 76
0.01 0.0263157894736842 OD 20000 1e-7 1e-7 0.5 1 0 32000 76
0.01 0.0263157894736842 OD 20000 1e-7 1e-7 0.1 0.5 0 32000 76
0.01 0.025 OD 20000 1e-8 1e-8 0.05 0.1 0 16000 80
0.01 0.025 OD 20000 1e-7 1e-8 0.2 1 0 16000 80
0.01 0.025 OD 20000 1e-7 1e-7 0.2 0.2 0 16000 80
0.01 0.025 OD 20000 1e-7 1e-7 0.02 0.05 0 16000 80
0.01 0.025974025974026 OD 20000 1e-8 1e-8 1 0.5 0 16000 77
0.01 0.025974025974026 OD 20000 1e-8 1e-8 0.5 1 0 16000 77
0.01 0.025974025974026 OD 20000 1e-8 1e-8 0.2 0.2 0 16000 77
0.01 0.025974025974026 OD 20000 1e-8 1e-7 1 0.5 0 16000 77
0.01 0.025974025974026 OD 20000 1e-8 1e-7 0.5 1 0 16000 77
0.01 0.025974025974026 OD 20000 1e-8 1e-7 0.2 0.2 0 16000 77
0.01 0.025974025974026 OD 20000 1e-7 1e-8 0.2 0.5 0 320000 77
0.01 0.025974025974026 OD 20000 1e-7 1e-8 0.2 0.5 0 16000 77
0.01 0.025974025974026 OD 20000 1e-7 1e-8 0.1 1 0 16000 77
0.01 0.025974025974026 OD 20000 1e-7 1e-8 0.1 0.2 0 320000 77
0.01 0.025974025974026 OD 20000 1e-7 1e-8 0.1 0.2 0 16000 77
0.01 0.025974025974026 OD 20000 1e-7 1e-7 0.2 0.5 0 16000 77
0.01 0.025974025974026 OD 20000 1e-7 1e-7 0.1 1 0 16000 77
0.01 0.025974025974026 OD 20000 1e-7 1e-7 0.1 0.2 0 16000 77
0.01 0.025974025974026 OD 20000 1e-7 1e-7 0.1 0.05 0 32000 77
0.01 0.0256410256410256 OD 20000 1e-8 1e-8 1 0.2 0 32000 78
0.01 0.0256410256410256 OD 20000 1e-8 1e-7 0.2 1 0 16000 78
0.01 0.0253164556962025 OD 20000 1e-8 1e-7 0.01 0.1 0 16000 79
0.01 0.0253164556962025 OD 20000 1e-7 1e-8 0.01 0.02 0 320000 79
0.01 0.0253164556962025 OD 20000 1e-7 1e-8 0.01 0.02 0 16000 79
0.01 0.0253164556962025 OD 20000 1e-7 1e-7 0.5 0.2 0 16000 79
0.01 0.0246913580246914 OD 20000 1e-8 1e-8 1 0.1 0 32000 81
0.01 0.0246913580246914 OD 20000 1e-8 1e-7 1 0.1 0 32000 81
0.01 0.0246913580246914 OD 20000 1e-8 1e-7 1 0.1 0 16000 81
0.01 0.0246913580246914 OD 20000 1e-8 1e-7 0.1 0.5 0 16000 81
0.01 0.024390243902439 OD 20000 1e-8 1e-8 1 1 0 16000 82
0.01 0.0240963855421687 OD 20000 1e-8 1e-8 0.5 0.1 0 16000 83
0.01 0.0240963855421687 OD 20000 1e-7 1e-8 0.1 0.1 0 16000 83
0.01 0.0240963855421687 OD 20000 1e-7 1e-7 0.1 0.1 0 32000 83
0.01 0.0232558139534884 OD 20000 1e-7 1e-8 1 1 0 32000 86
0.01 0.0232558139534884 OD 20000 1e-7 1e-8 0.5 0.5 0 32000 86
0.01 0.0232558139534884 OD 20000 1e-7 1e-8 0.5 0.5 0 16000 86
0.01 0.0232558139534884 OD 20000 1e-7 1e-7 1 1 0 32000 86
0.01 0.0229885057471264 OD 20000 1e-7 1e-7 0.01 0.01 0 32000 87
0.01 0.0227272727272727 OD 20000 1e-8 1e-7 0.5 0.5 0 32000 88
0.01 0.0227272727272727 OD 20000 1e-8 1e-7 0.5 0.5 0 16000 88
0.01 0.01 OD 2000 1e-7 1e-8 1 0.2 0 16000 100
0.01 0.01 OD 2000 1e-7 1e-8 0.2 1 0 32000 100
0.01 0.01 OD 2000 1e-7 1e-8 0.1 0.1 0 16000 100
0.01 0.01 OD 2000 1e-7 1e-8 0.05 0.1 0 32000 100
0.01 0.01 OD 2000 1e-7 1e-7 0.5 1 0 16000 100
0.01 0.01 OD 2000 1e-7 1e-7 0.2 0.5 0 16000 100
0.01 0.01 OD 2000 1e-7 1e-7 0.1 0.2 0 16000 100
