alpha power seltype Ne rec mut s1 s2 t
0.23 NaN OD 2 1e-8 1e-8 0.01 0.09 320000
0.24 NaN OD 2 1e-8 1e-8 0.01 0.09 320000
0.25 NaN OD 2 1e-8 1e-8 0.01 0.09 320000
alpha power seltype Ne rec mut s1 s2 t
0.01 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.02 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.03 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.04 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.05 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.06 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.07 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.08 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.09 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.1 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.11 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.12 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.13 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.14 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.15 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.16 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.17 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.18 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.19 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.2 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.21 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.22 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.23 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.24 1 OD 2 1e-8 1e-8 0.01 0.09 32000
0.25 1 OD 2 1e-8 1e-8 0.01 0.09 32000
alpha power seltype Ne rec mut s1 s2 t
0.01 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.02 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.03 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.04 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.05 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.06 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.07 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.08 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.09 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.1 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.11 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.12 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.13 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.14 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.15 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.16 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.17 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.18 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.19 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.2 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.21 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.22 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.23 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.24 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
0.25 NaN OD 2 1e-8 1e-8 0.01 0.1 160000
alpha power seltype Ne rec mut s1 s2 t
0.01 0 OD 2 1e-8 1e-8 0.01 0.1 16000
0.02 0.2 OD 2 1e-8 1e-8 0.01 0.1 16000
0.03 0.2 OD 2 1e-8 1e-8 0.01 0.1 16000
0.04 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.05 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.06 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.07 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.08 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.09 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.1 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.11 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.12 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.13 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.14 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.15 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.16 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.17 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.18 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.19 0.4 OD 2 1e-8 1e-8 0.01 0.1 16000
0.2 0.6 OD 2 1e-8 1e-8 0.01 0.1 16000
0.21 0.6 OD 2 1e-8 1e-8 0.01 0.1 16000
0.22 0.6 OD 2 1e-8 1e-8 0.01 0.1 16000
0.23 0.6 OD 2 1e-8 1e-8 0.01 0.1 16000
0.24 0.6 OD 2 1e-8 1e-8 0.01 0.1 16000
0.25 0.6 OD 2 1e-8 1e-8 0.01 0.1 16000
alpha power seltype Ne rec mut s1 s2 t
0.01 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.02 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.03 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.04 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.05 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.06 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.07 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.08 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.09 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.1 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.11 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.12 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.13 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.14 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.15 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.16 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.17 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.18 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.19 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.2 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.21 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.22 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.23 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.24 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
0.25 NaN OD 2 1e-8 1e-8 0.01 0.1 320000
alpha power seltype Ne rec mut s1 s2 t
0.01 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.02 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.03 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.04 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.05 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.06 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.07 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.08 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.09 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.1 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.11 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.12 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.13 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.14 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.15 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.16 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.17 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.18 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.19 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.2 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.21 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.22 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.23 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.24 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
0.25 NaN OD 2 1e-8 1e-8 0.01 0.1 32000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.793650793650794 OD 2 1e-8 1e-8 0.02 0.01 160000
0.02 0.80952380952381 OD 2 1e-8 1e-8 0.02 0.01 160000
0.03 0.825396825396825 OD 2 1e-8 1e-8 0.02 0.01 160000
0.04 0.888888888888889 OD 2 1e-8 1e-8 0.02 0.01 160000
0.05 0.888888888888889 OD 2 1e-8 1e-8 0.02 0.01 160000
0.06 0.904761904761905 OD 2 1e-8 1e-8 0.02 0.01 160000
0.07 0.904761904761905 OD 2 1e-8 1e-8 0.02 0.01 160000
0.08 0.920634920634921 OD 2 1e-8 1e-8 0.02 0.01 160000
0.09 0.920634920634921 OD 2 1e-8 1e-8 0.02 0.01 160000
0.1 0.936507936507937 OD 2 1e-8 1e-8 0.02 0.01 160000
0.11 0.936507936507937 OD 2 1e-8 1e-8 0.02 0.01 160000
0.12 0.936507936507937 OD 2 1e-8 1e-8 0.02 0.01 160000
0.13 0.968253968253968 OD 2 1e-8 1e-8 0.02 0.01 160000
0.14 0.968253968253968 OD 2 1e-8 1e-8 0.02 0.01 160000
0.15 0.968253968253968 OD 2 1e-8 1e-8 0.02 0.01 160000
0.16 0.984126984126984 OD 2 1e-8 1e-8 0.02 0.01 160000
0.17 0.984126984126984 OD 2 1e-8 1e-8 0.02 0.01 160000
0.18 0.984126984126984 OD 2 1e-8 1e-8 0.02 0.01 160000
0.19 0.984126984126984 OD 2 1e-8 1e-8 0.02 0.01 160000
0.2 0.984126984126984 OD 2 1e-8 1e-8 0.02 0.01 160000
0.21 0.984126984126984 OD 2 1e-8 1e-8 0.02 0.01 160000
0.22 0.984126984126984 OD 2 1e-8 1e-8 0.02 0.01 160000
0.23 0.984126984126984 OD 2 1e-8 1e-8 0.02 0.01 160000
0.24 0.984126984126984 OD 2 1e-8 1e-8 0.02 0.01 160000
0.25 0.984126984126984 OD 2 1e-8 1e-8 0.02 0.01 160000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.0476190476190476 OD 2 1e-8 1e-8 0.02 0.01 16000
0.02 0.0634920634920635 OD 2 1e-8 1e-8 0.02 0.01 16000
0.03 0.0634920634920635 OD 2 1e-8 1e-8 0.02 0.01 16000
0.04 0.111111111111111 OD 2 1e-8 1e-8 0.02 0.01 16000
0.05 0.126984126984127 OD 2 1e-8 1e-8 0.02 0.01 16000
0.06 0.19047619047619 OD 2 1e-8 1e-8 0.02 0.01 16000
0.07 0.206349206349206 OD 2 1e-8 1e-8 0.02 0.01 16000
0.08 0.238095238095238 OD 2 1e-8 1e-8 0.02 0.01 16000
0.09 0.253968253968254 OD 2 1e-8 1e-8 0.02 0.01 16000
0.1 0.26984126984127 OD 2 1e-8 1e-8 0.02 0.01 16000
0.11 0.301587301587302 OD 2 1e-8 1e-8 0.02 0.01 16000
0.12 0.333333333333333 OD 2 1e-8 1e-8 0.02 0.01 16000
0.13 0.365079365079365 OD 2 1e-8 1e-8 0.02 0.01 16000
0.14 0.412698412698413 OD 2 1e-8 1e-8 0.02 0.01 16000
0.15 0.412698412698413 OD 2 1e-8 1e-8 0.02 0.01 16000
0.16 0.428571428571429 OD 2 1e-8 1e-8 0.02 0.01 16000
0.17 0.428571428571429 OD 2 1e-8 1e-8 0.02 0.01 16000
0.18 0.428571428571429 OD 2 1e-8 1e-8 0.02 0.01 16000
0.19 0.46031746031746 OD 2 1e-8 1e-8 0.02 0.01 16000
0.2 0.476190476190476 OD 2 1e-8 1e-8 0.02 0.01 16000
0.21 0.507936507936508 OD 2 1e-8 1e-8 0.02 0.01 16000
0.22 0.523809523809524 OD 2 1e-8 1e-8 0.02 0.01 16000
0.23 0.555555555555556 OD 2 1e-8 1e-8 0.02 0.01 16000
0.24 0.555555555555556 OD 2 1e-8 1e-8 0.02 0.01 16000
0.25 0.555555555555556 OD 2 1e-8 1e-8 0.02 0.01 16000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.841269841269841 OD 2 1e-8 1e-8 0.02 0.01 320000
0.02 0.904761904761905 OD 2 1e-8 1e-8 0.02 0.01 320000
0.03 0.920634920634921 OD 2 1e-8 1e-8 0.02 0.01 320000
0.04 0.952380952380952 OD 2 1e-8 1e-8 0.02 0.01 320000
0.05 0.968253968253968 OD 2 1e-8 1e-8 0.02 0.01 320000
0.06 0.984126984126984 OD 2 1e-8 1e-8 0.02 0.01 320000
0.07 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.08 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.09 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.1 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.11 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.12 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.13 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.14 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.15 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.16 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.17 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.18 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.19 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.2 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.21 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.22 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.23 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.24 1 OD 2 1e-8 1e-8 0.02 0.01 320000
0.25 1 OD 2 1e-8 1e-8 0.02 0.01 320000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.317460317460317 OD 2 1e-8 1e-8 0.02 0.01 32000
0.02 0.317460317460317 OD 2 1e-8 1e-8 0.02 0.01 32000
0.03 0.380952380952381 OD 2 1e-8 1e-8 0.02 0.01 32000
0.04 0.412698412698413 OD 2 1e-8 1e-8 0.02 0.01 32000
0.05 0.476190476190476 OD 2 1e-8 1e-8 0.02 0.01 32000
0.06 0.476190476190476 OD 2 1e-8 1e-8 0.02 0.01 32000
0.07 0.492063492063492 OD 2 1e-8 1e-8 0.02 0.01 32000
0.08 0.492063492063492 OD 2 1e-8 1e-8 0.02 0.01 32000
0.09 0.492063492063492 OD 2 1e-8 1e-8 0.02 0.01 32000
0.1 0.507936507936508 OD 2 1e-8 1e-8 0.02 0.01 32000
0.11 0.53968253968254 OD 2 1e-8 1e-8 0.02 0.01 32000
0.12 0.571428571428571 OD 2 1e-8 1e-8 0.02 0.01 32000
0.13 0.571428571428571 OD 2 1e-8 1e-8 0.02 0.01 32000
0.14 0.571428571428571 OD 2 1e-8 1e-8 0.02 0.01 32000
0.15 0.619047619047619 OD 2 1e-8 1e-8 0.02 0.01 32000
0.16 0.650793650793651 OD 2 1e-8 1e-8 0.02 0.01 32000
0.17 0.650793650793651 OD 2 1e-8 1e-8 0.02 0.01 32000
0.18 0.666666666666667 OD 2 1e-8 1e-8 0.02 0.01 32000
0.19 0.666666666666667 OD 2 1e-8 1e-8 0.02 0.01 32000
0.2 0.682539682539683 OD 2 1e-8 1e-8 0.02 0.01 32000
0.21 0.682539682539683 OD 2 1e-8 1e-8 0.02 0.01 32000
0.22 0.698412698412698 OD 2 1e-8 1e-8 0.02 0.01 32000
0.23 0.714285714285714 OD 2 1e-8 1e-8 0.02 0.01 32000
0.24 0.714285714285714 OD 2 1e-8 1e-8 0.02 0.01 32000
0.25 0.714285714285714 OD 2 1e-8 1e-8 0.02 0.01 32000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.830769230769231 OD 2 1e-8 1e-8 0.02 0.02 160000
0.02 0.830769230769231 OD 2 1e-8 1e-8 0.02 0.02 160000
0.03 0.846153846153846 OD 2 1e-8 1e-8 0.02 0.02 160000
0.04 0.861538461538462 OD 2 1e-8 1e-8 0.02 0.02 160000
0.05 0.892307692307692 OD 2 1e-8 1e-8 0.02 0.02 160000
0.06 0.907692307692308 OD 2 1e-8 1e-8 0.02 0.02 160000
0.07 0.907692307692308 OD 2 1e-8 1e-8 0.02 0.02 160000
0.08 0.923076923076923 OD 2 1e-8 1e-8 0.02 0.02 160000
0.09 0.923076923076923 OD 2 1e-8 1e-8 0.02 0.02 160000
0.1 0.938461538461538 OD 2 1e-8 1e-8 0.02 0.02 160000
0.11 0.938461538461538 OD 2 1e-8 1e-8 0.02 0.02 160000
0.12 0.938461538461538 OD 2 1e-8 1e-8 0.02 0.02 160000
0.13 0.938461538461538 OD 2 1e-8 1e-8 0.02 0.02 160000
0.14 0.938461538461538 OD 2 1e-8 1e-8 0.02 0.02 160000
0.15 0.953846153846154 OD 2 1e-8 1e-8 0.02 0.02 160000
0.16 0.969230769230769 OD 2 1e-8 1e-8 0.02 0.02 160000
0.17 0.969230769230769 OD 2 1e-8 1e-8 0.02 0.02 160000
0.18 0.969230769230769 OD 2 1e-8 1e-8 0.02 0.02 160000
0.19 0.969230769230769 OD 2 1e-8 1e-8 0.02 0.02 160000
0.2 0.969230769230769 OD 2 1e-8 1e-8 0.02 0.02 160000
0.21 0.969230769230769 OD 2 1e-8 1e-8 0.02 0.02 160000
0.22 0.969230769230769 OD 2 1e-8 1e-8 0.02 0.02 160000
0.23 0.969230769230769 OD 2 1e-8 1e-8 0.02 0.02 160000
0.24 0.969230769230769 OD 2 1e-8 1e-8 0.02 0.02 160000
0.25 0.969230769230769 OD 2 1e-8 1e-8 0.02 0.02 160000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.0923076923076923 OD 2 1e-8 1e-8 0.02 0.02 16000
0.02 0.169230769230769 OD 2 1e-8 1e-8 0.02 0.02 16000
0.03 0.2 OD 2 1e-8 1e-8 0.02 0.02 16000
0.04 0.215384615384615 OD 2 1e-8 1e-8 0.02 0.02 16000
0.05 0.230769230769231 OD 2 1e-8 1e-8 0.02 0.02 16000
0.06 0.261538461538462 OD 2 1e-8 1e-8 0.02 0.02 16000
0.07 0.323076923076923 OD 2 1e-8 1e-8 0.02 0.02 16000
0.08 0.338461538461538 OD 2 1e-8 1e-8 0.02 0.02 16000
0.09 0.353846153846154 OD 2 1e-8 1e-8 0.02 0.02 16000
0.1 0.415384615384615 OD 2 1e-8 1e-8 0.02 0.02 16000
0.11 0.446153846153846 OD 2 1e-8 1e-8 0.02 0.02 16000
0.12 0.461538461538462 OD 2 1e-8 1e-8 0.02 0.02 16000
0.13 0.461538461538462 OD 2 1e-8 1e-8 0.02 0.02 16000
0.14 0.476923076923077 OD 2 1e-8 1e-8 0.02 0.02 16000
0.15 0.492307692307692 OD 2 1e-8 1e-8 0.02 0.02 16000
0.16 0.492307692307692 OD 2 1e-8 1e-8 0.02 0.02 16000
0.17 0.507692307692308 OD 2 1e-8 1e-8 0.02 0.02 16000
0.18 0.507692307692308 OD 2 1e-8 1e-8 0.02 0.02 16000
0.19 0.538461538461538 OD 2 1e-8 1e-8 0.02 0.02 16000
0.2 0.538461538461538 OD 2 1e-8 1e-8 0.02 0.02 16000
0.21 0.538461538461538 OD 2 1e-8 1e-8 0.02 0.02 16000
0.22 0.553846153846154 OD 2 1e-8 1e-8 0.02 0.02 16000
0.23 0.553846153846154 OD 2 1e-8 1e-8 0.02 0.02 16000
0.24 0.553846153846154 OD 2 1e-8 1e-8 0.02 0.02 16000
0.25 0.569230769230769 OD 2 1e-8 1e-8 0.02 0.02 16000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.892307692307692 OD 2 1e-8 1e-8 0.02 0.02 320000
0.02 0.923076923076923 OD 2 1e-8 1e-8 0.02 0.02 320000
0.03 0.938461538461538 OD 2 1e-8 1e-8 0.02 0.02 320000
0.04 0.938461538461538 OD 2 1e-8 1e-8 0.02 0.02 320000
0.05 0.938461538461538 OD 2 1e-8 1e-8 0.02 0.02 320000
0.06 0.938461538461538 OD 2 1e-8 1e-8 0.02 0.02 320000
0.07 0.938461538461538 OD 2 1e-8 1e-8 0.02 0.02 320000
0.08 0.953846153846154 OD 2 1e-8 1e-8 0.02 0.02 320000
0.09 0.953846153846154 OD 2 1e-8 1e-8 0.02 0.02 320000
0.1 0.953846153846154 OD 2 1e-8 1e-8 0.02 0.02 320000
0.11 0.953846153846154 OD 2 1e-8 1e-8 0.02 0.02 320000
0.12 0.953846153846154 OD 2 1e-8 1e-8 0.02 0.02 320000
0.13 0.953846153846154 OD 2 1e-8 1e-8 0.02 0.02 320000
0.14 0.953846153846154 OD 2 1e-8 1e-8 0.02 0.02 320000
0.15 0.953846153846154 OD 2 1e-8 1e-8 0.02 0.02 320000
0.16 0.953846153846154 OD 2 1e-8 1e-8 0.02 0.02 320000
0.17 0.953846153846154 OD 2 1e-8 1e-8 0.02 0.02 320000
0.18 0.953846153846154 OD 2 1e-8 1e-8 0.02 0.02 320000
0.19 0.969230769230769 OD 2 1e-8 1e-8 0.02 0.02 320000
0.2 0.969230769230769 OD 2 1e-8 1e-8 0.02 0.02 320000
0.21 0.984615384615385 OD 2 1e-8 1e-8 0.02 0.02 320000
0.22 0.984615384615385 OD 2 1e-8 1e-8 0.02 0.02 320000
0.23 0.984615384615385 OD 2 1e-8 1e-8 0.02 0.02 320000
0.24 0.984615384615385 OD 2 1e-8 1e-8 0.02 0.02 320000
0.25 0.984615384615385 OD 2 1e-8 1e-8 0.02 0.02 320000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.461538461538462 OD 2 1e-8 1e-8 0.02 0.02 32000
0.02 0.507692307692308 OD 2 1e-8 1e-8 0.02 0.02 32000
0.03 0.584615384615385 OD 2 1e-8 1e-8 0.02 0.02 32000
0.04 0.630769230769231 OD 2 1e-8 1e-8 0.02 0.02 32000
0.05 0.646153846153846 OD 2 1e-8 1e-8 0.02 0.02 32000
0.06 0.676923076923077 OD 2 1e-8 1e-8 0.02 0.02 32000
0.07 0.676923076923077 OD 2 1e-8 1e-8 0.02 0.02 32000
0.08 0.707692307692308 OD 2 1e-8 1e-8 0.02 0.02 32000
0.09 0.707692307692308 OD 2 1e-8 1e-8 0.02 0.02 32000
0.1 0.723076923076923 OD 2 1e-8 1e-8 0.02 0.02 32000
0.11 0.738461538461539 OD 2 1e-8 1e-8 0.02 0.02 32000
0.12 0.769230769230769 OD 2 1e-8 1e-8 0.02 0.02 32000
0.13 0.769230769230769 OD 2 1e-8 1e-8 0.02 0.02 32000
0.14 0.784615384615385 OD 2 1e-8 1e-8 0.02 0.02 32000
0.15 0.784615384615385 OD 2 1e-8 1e-8 0.02 0.02 32000
0.16 0.846153846153846 OD 2 1e-8 1e-8 0.02 0.02 32000
0.17 0.846153846153846 OD 2 1e-8 1e-8 0.02 0.02 32000
0.18 0.846153846153846 OD 2 1e-8 1e-8 0.02 0.02 32000
0.19 0.846153846153846 OD 2 1e-8 1e-8 0.02 0.02 32000
0.2 0.846153846153846 OD 2 1e-8 1e-8 0.02 0.02 32000
0.21 0.846153846153846 OD 2 1e-8 1e-8 0.02 0.02 32000
0.22 0.846153846153846 OD 2 1e-8 1e-8 0.02 0.02 32000
0.23 0.846153846153846 OD 2 1e-8 1e-8 0.02 0.02 32000
0.24 0.846153846153846 OD 2 1e-8 1e-8 0.02 0.02 32000
0.25 0.861538461538462 OD 2 1e-8 1e-8 0.02 0.02 32000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.779661016949153 OD 2 1e-8 1e-8 0.02 0.05 160000
0.02 0.864406779661017 OD 2 1e-8 1e-8 0.02 0.05 160000
0.03 0.88135593220339 OD 2 1e-8 1e-8 0.02 0.05 160000
0.04 0.898305084745763 OD 2 1e-8 1e-8 0.02 0.05 160000
0.05 0.898305084745763 OD 2 1e-8 1e-8 0.02 0.05 160000
0.06 0.932203389830508 OD 2 1e-8 1e-8 0.02 0.05 160000
0.07 0.932203389830508 OD 2 1e-8 1e-8 0.02 0.05 160000
0.08 0.949152542372881 OD 2 1e-8 1e-8 0.02 0.05 160000
0.09 0.949152542372881 OD 2 1e-8 1e-8 0.02 0.05 160000
0.1 0.949152542372881 OD 2 1e-8 1e-8 0.02 0.05 160000
0.11 0.949152542372881 OD 2 1e-8 1e-8 0.02 0.05 160000
0.12 0.949152542372881 OD 2 1e-8 1e-8 0.02 0.05 160000
0.13 0.949152542372881 OD 2 1e-8 1e-8 0.02 0.05 160000
0.14 0.966101694915254 OD 2 1e-8 1e-8 0.02 0.05 160000
0.15 0.966101694915254 OD 2 1e-8 1e-8 0.02 0.05 160000
0.16 0.983050847457627 OD 2 1e-8 1e-8 0.02 0.05 160000
0.17 0.983050847457627 OD 2 1e-8 1e-8 0.02 0.05 160000
0.18 0.983050847457627 OD 2 1e-8 1e-8 0.02 0.05 160000
0.19 0.983050847457627 OD 2 1e-8 1e-8 0.02 0.05 160000
0.2 0.983050847457627 OD 2 1e-8 1e-8 0.02 0.05 160000
0.21 0.983050847457627 OD 2 1e-8 1e-8 0.02 0.05 160000
0.22 1 OD 2 1e-8 1e-8 0.02 0.05 160000
0.23 1 OD 2 1e-8 1e-8 0.02 0.05 160000
0.24 1 OD 2 1e-8 1e-8 0.02 0.05 160000
0.25 1 OD 2 1e-8 1e-8 0.02 0.05 160000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.0338983050847458 OD 2 1e-8 1e-8 0.02 0.05 16000
0.02 0.0677966101694915 OD 2 1e-8 1e-8 0.02 0.05 16000
0.03 0.135593220338983 OD 2 1e-8 1e-8 0.02 0.05 16000
0.04 0.186440677966102 OD 2 1e-8 1e-8 0.02 0.05 16000
0.05 0.220338983050847 OD 2 1e-8 1e-8 0.02 0.05 16000
0.06 0.220338983050847 OD 2 1e-8 1e-8 0.02 0.05 16000
0.07 0.288135593220339 OD 2 1e-8 1e-8 0.02 0.05 16000
0.08 0.305084745762712 OD 2 1e-8 1e-8 0.02 0.05 16000
0.09 0.305084745762712 OD 2 1e-8 1e-8 0.02 0.05 16000
0.1 0.305084745762712 OD 2 1e-8 1e-8 0.02 0.05 16000
0.11 0.322033898305085 OD 2 1e-8 1e-8 0.02 0.05 16000
0.12 0.322033898305085 OD 2 1e-8 1e-8 0.02 0.05 16000
0.13 0.355932203389831 OD 2 1e-8 1e-8 0.02 0.05 16000
0.14 0.423728813559322 OD 2 1e-8 1e-8 0.02 0.05 16000
0.15 0.457627118644068 OD 2 1e-8 1e-8 0.02 0.05 16000
0.16 0.457627118644068 OD 2 1e-8 1e-8 0.02 0.05 16000
0.17 0.474576271186441 OD 2 1e-8 1e-8 0.02 0.05 16000
0.18 0.525423728813559 OD 2 1e-8 1e-8 0.02 0.05 16000
0.19 0.525423728813559 OD 2 1e-8 1e-8 0.02 0.05 16000
0.2 0.559322033898305 OD 2 1e-8 1e-8 0.02 0.05 16000
0.21 0.593220338983051 OD 2 1e-8 1e-8 0.02 0.05 16000
0.22 0.610169491525424 OD 2 1e-8 1e-8 0.02 0.05 16000
0.23 0.644067796610169 OD 2 1e-8 1e-8 0.02 0.05 16000
0.24 0.644067796610169 OD 2 1e-8 1e-8 0.02 0.05 16000
0.25 0.644067796610169 OD 2 1e-8 1e-8 0.02 0.05 16000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.88135593220339 OD 2 1e-8 1e-8 0.02 0.05 320000
