alpha power seltype Ne rec mut s1 s2 h t nsim tf
0.08 0.31 OD 20000 1e-7 1e-7 0.05 0.02 0 320000 100 0.2857143
0.08 0.31 OD 20000 1e-7 1e-7 0.02 0.02 0 160000 100 0.5
0.08 0.317073170731707 OD 2000 1e-7 1e-8 0.01 0.05 0 16000 82 0.1666667
0.08 0.30952380952381 OD 2000 1e-7 1e-8 0.02 0.05 0 32000 84 0.2857143
0.08 0.308641975308642 OD 2000 1e-7 1e-8 1 0.2 0 16000 81 0.1666667
0.08 0.305882352941176 OD 2000 1e-7 1e-8 0.2 0.1 0 16000 85 0.3333333
0.08 0.304878048780488 OD 2000 1e-7 1e-8 0.1 0.02 0 16000 82 0.1666667
0.08 0.2 OD 2000 1e-7 1e-7 1 0.1 0 16000 100 0.09090909
0.08 0.2 OD 2000 1e-7 1e-7 0.2 1 0 320000 100 0.5
0.08 0.2 OD 2000 1e-7 1e-7 0.1 0.5 0 320000 100 0.5
0.08 0.2 OD 2000 1e-7 1e-7 0.1 0.02 0 320000 100 0.5
0.08 0.2 OD 20000 1e-8 1e-8 1 0.5 0 32000 100 0.3333333
0.08 0.2 OD 20000 1e-8 1e-8 0.5 0.2 0 32000 100 0.2857143
0.08 0.2 OD 20000 1e-8 1e-8 0.2 0.5 0 32000 100 0.2857143
0.08 0.2 OD 20000 1e-8 1e-8 0.1 0.5 0 32000 100 0.1666667
0.08 0.2 OD 20000 1e-8 1e-8 0.05 0.1 0 32000 100 0.3333333
0.08 0.2 OD 20000 1e-8 1e-8 0.05 0.01 0 16000 100 0.1666667
0.08 0.2 OD 20000 1e-8 1e-8 0.01 0.05 0 32000 100 0.1666667
0.08 0.2 OD 20000 1e-8 1e-7 1 0.1 0 160000 100 0.09090909
0.08 0.2 OD 20000 1e-8 1e-7 0.5 0.1 0 160000 100 0.5
0.08 0.2 OD 20000 1e-8 1e-7 0.05 0.01 0 32000 100 0.1666667
0.08 0.2 OD 20000 1e-8 1e-7 0.05 0.01 0 16000 100 0.1666667
0.08 0.2 OD 20000 1e-8 1e-7 0.02 0.1 0 16000 100 0.1666667
0.08 0.2 OD 20000 1e-8 1e-7 0.02 0.1 0 160000 100 0.5
0.08 0.2 OD 20000 1e-7 1e-8 1 0.2 0 160000 100 0.1666667
0.08 0.2 OD 20000 1e-7 1e-8 0.5 1 0 16000 100 0.5
0.08 0.2 OD 20000 1e-7 1e-8 0.2 1 0 16000 100 0.1666667
0.08 0.2 OD 20000 1e-7 1e-8 0.2 0.1 0 160000 100 0.5
0.08 0.2 OD 20000 1e-7 1e-8 0.1 0.05 0 320000 100 0.3333333
0.08 0.2 OD 20000 1e-7 1e-8 0.1 0.05 0 160000 100 0.5
0.08 0.2 OD 20000 1e-7 1e-8 0.1 0.05 0 160000 100 0.3333333
0.08 0.2 OD 20000 1e-7 1e-8 0.1 0.02 0 32000 100 0.1666667
0.08 0.2 OD 20000 1e-7 1e-8 0.1 0.02 0 320000 100 0.5
0.08 0.2 OD 20000 1e-7 1e-8 0.01 0.01 0 32000 100 0.5
0.08 0.2 OD 20000 1e-7 1e-7 1 0.2 0 16000 100 0.1666667
0.08 0.2 OD 20000 1e-7 1e-7 0.2 1 0 320000 100 0.5
0.08 0.2 OD 20000 1e-7 1e-7 0.1 0.5 0 320000 100 0.1666667
0.08 0.2 OD 20000 1e-7 1e-7 0.1 0.02 0 320000 100 0.1666667
0.08 0.2 OD 20000 1e-7 1e-7 0.05 0.01 0 160000 100 0.1666667
0.08 0.29 OD 20000 1e-8 1e-8 1 0.2 0 32000 100 0.1666667
0.08 0.29 OD 20000 1e-8 1e-8 0.5 1 0 32000 100 0.3333333
0.08 0.29 OD 20000 1e-7 1e-8 1 0.5 0 160000 100 0.3333333
0.08 0.29 OD 20000 1e-7 1e-8 0.5 0.1 0 16000 100 0.1666667
0.08 0.29 OD 20000 1e-7 1e-8 0.1 0.2 0 320000 100 0.5
0.08 0.29 OD 20000 1e-7 1e-8 0.1 0.01 0 16000 100 0.09090909
0.08 0.29 OD 20000 1e-7 1e-8 0.05 0.1 0 320000 100 0.5
0.08 0.29 OD 20000 1e-7 1e-8 0.02 0.02 0 320000 100 0.5
0.08 0.29 OD 20000 1e-7 1e-7 0.5 0.1 0 320000 100 0.1666667
0.08 0.29 OD 20000 1e-7 1e-7 0.5 0.1 0 16000 100 0.1666667
0.08 0.29 OD 20000 1e-7 1e-7 0.2 0.1 0 160000 100 0.3333333
0.08 0.29 OD 20000 1e-7 1e-7 0.05 0.1 0 320000 100 0.5
0.08 0.29 OD 20000 1e-7 1e-7 0.02 0.05 0 320000 100 0.5
0.08 0.29 OD 20000 1e-7 1e-7 0.02 0.05 0 160000 100 0.2857143
0.08 0.29 OD 20000 1e-7 1e-7 0.02 0.01 0 160000 100 0.3333333
0.08 0.297029702970297 OD 20000 1e-7 1e-7 0.1 0.1 0 160000 101 0.5
0.08 0.296703296703297 OD 2000 1e-7 1e-8 0.02 0.01 0 32000 91 0.5
0.08 0.294117647058824 OD 2000 1e-7 1e-8 0.01 0.02 0 32000 85 0.5
0.08 0.294117647058824 OD 2000 1e-7 1e-8 0.01 0.02 0 32000 85 0.3333333
0.08 0.292134831460674 OD 2000 1e-7 1e-8 0.2 0.1 0 32000 89 0.5
0.08 0.290322580645161 OD 2000 1e-7 1e-8 0.05 0.02 0 32000 93 0.5
0.08 0.28 OD 20000 1e-8 1e-8 0.1 0.01 0 16000 100 0.09090909
0.08 0.28 OD 20000 1e-8 1e-8 0.02 0.1 0 16000 100 0.1666667
0.08 0.28 OD 20000 1e-8 1e-8 0.01 0.1 0 32000 100 0.09090909
0.08 0.28 OD 20000 1e-8 1e-7 1 0.2 0 320000 100 0.5
0.08 0.28 OD 20000 1e-8 1e-7 0.2 1 0 320000 100 0.5
0.08 0.28 OD 20000 1e-7 1e-8 1 0.5 0 160000 100 0.5
0.08 0.28 OD 20000 1e-7 1e-8 0.05 0.02 0 320000 100 0.5
0.08 0.28 OD 20000 1e-7 1e-8 0.01 0.02 0 320000 100 0.5
0.08 0.28 OD 20000 1e-7 1e-7 0.5 1 0 320000 100 0.5
0.08 0.28 OD 20000 1e-7 1e-7 0.5 0.2 0 320000 100 0.2857143
0.08 0.28 OD 20000 1e-7 1e-7 0.2 0.5 0 160000 100 0.2857143
0.08 0.28 OD 20000 1e-7 1e-7 0.1 0.05 0 160000 100 0.5
0.08 0.287128712871287 OD 20000 1e-7 1e-7 0.5 0.5 0 160000 101 0.5
0.08 0.285714285714286 OD 2000 1e-8 1e-7 0.01 0.05 0 32000 77 0.5
0.08 0.285714285714286 OD 2000 1e-7 1e-8 0.02 0.01 0 16000 84 0.3333333
0.08 0.280898876404494 OD 2000 1e-7 1e-8 0.2 0.5 0 32000 89 0.5
0.08 0.27 OD 2000 1e-7 1e-7 1 0.2 0 160000 100 0.5
0.08 0.27 OD 20000 1e-8 1e-8 0.2 1 0 32000 100 0.1666667
0.08 0.27 OD 20000 1e-8 1e-8 0.1 0.01 0 32000 100 0.09090909
0.08 0.27 OD 20000 1e-7 1e-8 1 0.5 0 32000 100 0.3333333
0.08 0.27 OD 20000 1e-7 1e-8 0.05 0.1 0 320000 100 0.3333333
0.08 0.27 OD 20000 1e-7 1e-8 0.01 0.05 0 32000 100 0.1666667
0.08 0.27 OD 20000 1e-7 1e-7 0.05 0.02 0 160000 100 0.5
0.08 0.27 OD 20000 1e-7 1e-7 0.02 0.1 0 320000 100 0.1666667
0.08 0.27 OD 20000 1e-7 1e-7 0.02 0.05 0 160000 100 0.5
0.08 0.277227722772277 OD 20000 1e-7 1e-8 0.5 0.5 0 320000 101 0.5
0.08 0.277227722772277 OD 20000 1e-7 1e-8 0.1 0.1 0 320000 101 0.5
0.08 0.273809523809524 OD 2000 1e-7 1e-8 1 0.1 0 16000 84 0.09090909
0.08 0.273809523809524 OD 2000 1e-7 1e-8 0.1 0.05 0 16000 84 0.3333333
0.08 0.270588235294118 OD 2000 1e-7 1e-8 0.1 0.5 0 16000 85 0.1666667
0.08 0.26 OD 2000 1e-7 1e-7 0.5 0.1 0 320000 100 0.5
0.08 0.26 OD 20000 1e-8 1e-8 1 0.5 0 16000 100 0.3333333
0.08 0.26 OD 20000 1e-7 1e-8 0.5 0.2 0 160000 100 0.2857143
0.08 0.26 OD 20000 1e-7 1e-8 0.1 0.2 0 320000 100 0.3333333
0.08 0.26 OD 20000 1e-7 1e-8 0.1 0.02 0 16000 100 0.1666667
0.08 0.26 OD 20000 1e-7 1e-8 0.02 0.05 0 320000 100 0.2857143
0.08 0.26 OD 20000 1e-7 1e-7 0.5 0.2 0 320000 100 0.5
0.08 0.26 OD 20000 1e-7 1e-7 0.1 0.02 0 16000 100 0.1666667
0.08 0.26 OD 20000 1e-7 1e-7 0.02 0.05 0 320000 100 0.2857143
0.08 0.26 OD 20000 1e-7 1e-7 0.01 0.05 0 16000 100 0.1666667
0.08 0.269662921348315 OD 2000 1e-7 1e-8 0.2 0.1 0 32000 89 0.3333333
0.08 0.25 OD 2000 1e-8 1e-7 1 0.1 0 16000 100 0.09090909
0.08 0.25 OD 2000 1e-7 1e-8 0.02 0.05 0 32000 84 0.5
0.08 0.25 OD 2000 1e-7 1e-7 1 0.1 0 160000 100 0.09090909
0.08 0.25 OD 20000 1e-8 1e-8 0.5 1 0 32000 100 0.5
0.08 0.25 OD 20000 1e-8 1e-8 0.2 1 0 16000 100 0.1666667
0.08 0.25 OD 20000 1e-8 1e-8 0.1 0.02 0 32000 100 0.1666667
0.08 0.25 OD 20000 1e-8 1e-7 1 0.2 0 32000 100 0.1666667
0.08 0.25 OD 20000 1e-8 1e-7 0.2 1 0 32000 100 0.1666667
0.08 0.25 OD 20000 1e-8 1e-7 0.2 1 0 16000 100 0.1666667
0.08 0.25 OD 20000 1e-8 1e-7 0.1 0.01 0 160000 100 0.09090909
0.08 0.25 OD 20000 1e-7 1e-8 0.5 1 0 160000 100 0.5
0.08 0.25 OD 20000 1e-7 1e-8 0.2 0.5 0 320000 100 0.2857143
0.08 0.25 OD 20000 1e-7 1e-8 0.1 0.5 0 16000 100 0.1666667
0.08 0.25 OD 20000 1e-7 1e-8 0.01 0.01 0 320000 100 0.5
0.08 0.25 OD 20000 1e-7 1e-7 0.1 0.5 0 320000 100 0.5
0.08 0.25 OD 20000 1e-7 1e-7 0.02 0.1 0 16000 100 0.1666667
0.08 0.25 OD 20000 1e-7 1e-7 0.01 0.1 0 32000 100 0.09090909
0.08 0.255555555555556 OD 2000 1e-7 1e-8 0.5 0.1 0 32000 90 0.1666667
0.08 0.252747252747253 OD 2000 1e-7 1e-8 0.02 0.01 0 32000 91 0.3333333
0.08 0.24 OD 2000 1e-8 1e-7 0.1 1 0 16000 100 0.09090909
0.08 0.24 OD 2000 1e-8 1e-7 0.1 0.5 0 32000 100 0.5
0.08 0.24 OD 20000 1e-8 1e-8 1 0.1 0 320000 100 0.09090909
0.08 0.24 OD 20000 1e-8 1e-8 1 0.1 0 160000 100 0.09090909
0.08 0.24 OD 20000 1e-8 1e-7 0.1 0.5 0 32000 100 0.1666667
0.08 0.24 OD 20000 1e-8 1e-7 0.1 0.02 0 32000 100 0.1666667
0.08 0.24 OD 20000 1e-7 1e-8 0.1 0.1 0 160000 100 0.5
0.08 0.24 OD 20000 1e-7 1e-8 0.05 0.02 0 160000 100 0.2857143
0.08 0.24 OD 20000 1e-7 1e-8 0.02 0.1 0 160000 100 0.1666667
0.08 0.24 OD 20000 1e-7 1e-8 0.02 0.05 0 320000 100 0.5
0.08 0.24 OD 20000 1e-7 1e-7 0.5 0.1 0 160000 100 0.1666667
0.08 0.24 OD 20000 1e-7 1e-7 0.2 1 0 32000 100 0.1666667
0.08 0.24 OD 20000 1e-7 1e-7 0.2 0.5 0 160000 100 0.5
0.08 0.24 OD 20000 1e-7 1e-7 0.05 0.05 0 160000 100 0.5
0.08 0.24 OD 20000 1e-7 1e-7 0.05 0.02 0 320000 100 0.5
0.08 0.24 OD 20000 1e-7 1e-7 0.05 0.01 0 320000 100 0.5
0.08 0.242424242424242 OD 20000 1e-7 1e-8 0.02 0.1 0 32000 99 0.1666667
0.08 0.23 OD 2000 1e-8 1e-7 0.5 0.1 0 32000 100 0.5
0.08 0.23 OD 2000 1e-8 1e-7 0.02 0.1 0 32000 100 0.5
0.08 0.23 OD 2000 1e-7 1e-7 1 0.2 0 320000 100 0.5
0.08 0.23 OD 2000 1e-7 1e-7 0.1 1 0 160000 100 0.09090909
0.08 0.23 OD 2000 1e-7 1e-7 0.02 0.1 0 160000 100 0.5
0.08 0.23 OD 20000 1e-8 1e-8 1 0.5 0 16000 100 0.5
0.08 0.23 OD 20000 1e-8 1e-8 1 0.1 0 32000 100 0.09090909
0.08 0.23 OD 20000 1e-8 1e-8 0.5 0.1 0 32000 100 0.1666667
0.08 0.23 OD 20000 1e-8 1e-8 0.05 0.01 0 32000 100 0.1666667
0.08 0.23 OD 20000 1e-8 1e-8 0.01 0.05 0 16000 100 0.1666667
0.08 0.23 OD 20000 1e-8 1e-7 0.5 0.1 0 32000 100 0.1666667
0.08 0.23 OD 20000 1e-8 1e-7 0.1 1 0 32000 100 0.09090909
0.08 0.23 OD 20000 1e-8 1e-7 0.05 0.01 0 320000 100 0.5
0.08 0.23 OD 20000 1e-8 1e-7 0.01 0.1 0 160000 100 0.09090909
0.08 0.23 OD 20000 1e-7 1e-8 1 0.5 0 32000 100 0.5
0.08 0.23 OD 20000 1e-7 1e-8 0.2 0.5 0 320000 100 0.5
0.08 0.23 OD 20000 1e-7 1e-8 0.2 0.1 0 160000 100 0.3333333
0.08 0.23 OD 20000 1e-7 1e-8 0.1 0.02 0 160000 100 0.1666667
0.08 0.23 OD 20000 1e-7 1e-8 0.05 0.01 0 16000 100 0.1666667
0.08 0.23 OD 20000 1e-7 1e-8 0.01 0.1 0 16000 100 0.09090909
0.08 0.23 OD 20000 1e-7 1e-8 0.01 0.02 0 320000 100 0.3333333
0.08 0.23 OD 20000 1e-7 1e-7 0.5 0.2 0 160000 100 0.5
0.08 0.23 OD 20000 1e-7 1e-7 0.2 1 0 320000 100 0.1666667
0.08 0.23 OD 20000 1e-7 1e-7 0.1 0.01 0 32000 100 0.09090909
0.08 0.23 OD 20000 1e-7 1e-7 0.05 0.01 0 16000 100 0.1666667
0.08 0.22 OD 2000 1e-8 1e-7 0.2 1 0 32000 100 0.5
0.08 0.22 OD 2000 1e-8 1e-7 0.1 0.02 0 32000 100 0.5
0.08 0.22 OD 2000 1e-7 1e-7 0.1 0.02 0 160000 100 0.5
0.08 0.22 OD 20000 1e-8 1e-8 1 0.2 0 16000 100 0.1666667
0.08 0.22 OD 20000 1e-8 1e-8 0.1 0.01 0 320000 100 0.09090909
0.08 0.22 OD 20000 1e-8 1e-7 1 0.2 0 160000 100 0.5
0.08 0.22 OD 20000 1e-8 1e-7 0.1 0.5 0 320000 100 0.5
0.08 0.22 OD 20000 1e-8 1e-7 0.1 0.5 0 16000 100 0.1666667
0.08 0.22 OD 20000 1e-8 1e-7 0.1 0.02 0 320000 100 0.5
0.08 0.22 OD 20000 1e-8 1e-7 0.02 0.1 0 32000 100 0.1666667
0.08 0.22 OD 20000 1e-8 1e-7 0.01 0.05 0 320000 100 0.5
0.08 0.22 OD 20000 1e-7 1e-8 1 0.5 0 16000 100 0.5
0.08 0.22 OD 20000 1e-7 1e-8 1 0.5 0 16000 100 0.3333333
0.08 0.22 OD 20000 1e-7 1e-8 0.5 0.1 0 32000 100 0.1666667
0.08 0.22 OD 20000 1e-7 1e-8 0.2 1 0 320000 100 0.1666667
0.08 0.22 OD 20000 1e-7 1e-8 0.1 0.5 0 32000 100 0.1666667
0.08 0.22 OD 20000 1e-7 1e-8 0.05 0.01 0 32000 100 0.1666667
0.08 0.22 OD 20000 1e-7 1e-8 0.02 0.1 0 16000 100 0.1666667
0.08 0.22 OD 20000 1e-7 1e-8 0.02 0.02 0 160000 100 0.5
0.08 0.22 OD 20000 1e-7 1e-7 0.2 1 0 160000 100 0.5
0.08 0.22 OD 20000 1e-7 1e-7 0.1 0.2 0 160000 100 0.3333333
0.08 0.22 OD 20000 1e-7 1e-7 0.1 0.02 0 32000 100 0.1666667
0.08 0.22 OD 20000 1e-7 1e-7 0.02 0.01 0 160000 100 0.5
0.08 0.22 OD 20000 1e-7 1e-7 0.01 0.05 0 320000 100 0.1666667
0.08 0.21 OD 2000 1e-7 1e-7 0.1 1 0 32000 100 0.09090909
0.08 0.21 OD 2000 1e-7 1e-7 0.1 1 0 16000 100 0.09090909
0.08 0.21 OD 20000 1e-8 1e-8 0.1 1 0 320000 100 0.09090909
0.08 0.21 OD 20000 1e-8 1e-7 1 0.5 0 32000 100 0.3333333
0.08 0.21 OD 20000 1e-8 1e-7 0.5 0.1 0 16000 100 0.1666667
0.08 0.21 OD 20000 1e-8 1e-7 0.1 0.01 0 32000 100 0.09090909
0.08 0.21 OD 20000 1e-8 1e-7 0.01 0.05 0 32000 100 0.1666667
0.08 0.21 OD 20000 1e-8 1e-7 0.01 0.05 0 16000 100 0.1666667
0.08 0.21 OD 20000 1e-7 1e-8 1 0.2 0 32000 100 0.1666667
0.08 0.21 OD 20000 1e-7 1e-8 0.5 1 0 16000 100 0.3333333
0.08 0.21 OD 20000 1e-7 1e-8 0.5 0.2 0 320000 100 0.2857143
0.08 0.21 OD 20000 1e-7 1e-8 0.2 0.1 0 32000 100 0.3333333
0.08 0.21 OD 20000 1e-7 1e-8 0.1 0.05 0 32000 100 0.3333333
0.08 0.21 OD 20000 1e-7 1e-8 0.05 0.05 0 160000 100 0.5
0.08 0.21 OD 20000 1e-7 1e-8 0.01 0.05 0 320000 100 0.1666667
0.08 0.21 OD 20000 1e-7 1e-8 0.01 0.05 0 16000 100 0.1666667
0.08 0.21 OD 20000 1e-7 1e-7 1 0.2 0 320000 100 0.5
0.08 0.21 OD 20000 1e-7 1e-7 0.5 0.1 0 32000 100 0.1666667
0.08 0.21 OD 20000 1e-7 1e-7 0.5 0.1 0 160000 100 0.5
0.08 0.21 OD 20000 1e-7 1e-7 0.1 0.5 0 32000 100 0.1666667
0.08 0.21 OD 20000 1e-7 1e-7 0.1 0.2 0 160000 100 0.5
0.08 0.21 OD 20000 1e-7 1e-7 0.02 0.1 0 32000 100 0.1666667
0.08 0.21 OD 20000 1e-7 1e-7 0.02 0.1 0 160000 100 0.1666667
0.08 0.21 OD 20000 1e-7 1e-7 0.01 0.05 0 32000 100 0.1666667
0.08 0.217821782178218 OD 20000 1e-7 1e-8 0.1 0.1 0 160000 101 0.5
0.08 0.207920792079208 OD 20000 1e-8 1e-8 0.5 0.5 0 16000 101 0.5
0.08 0.202020202020202 OD 20000 1e-7 1e-8 0.01 0.01 0 160000 99 0.5
0.08 0.1 OD 2000 1e-8 1e-8 0.5 0.1 0 32000 90 0.5
0.08 0.1 OD 2000 1e-7 1e-7 0.1 0.02 0 16000 100 0.5
0.08 0.1 OD 20000 1e-8 1e-8 1 0.2 0 16000 100 0.5
0.08 0.1 OD 20000 1e-8 1e-8 0.02 0.01 0 32000 100 0.5
0.08 0.1 OD 20000 1e-8 1e-7 0.5 0.2 0 32000 100 0.5
0.08 0.1 OD 20000 1e-8 1e-7 0.2 0.1 0 32000 100 0.3333333
0.08 0.1 OD 20000 1e-8 1e-7 0.05 0.05 0 32000 100 0.5
0.08 0.1 OD 20000 1e-8 1e-7 0.05 0.01 0 160000 100 0.5
0.08 0.1 OD 20000 1e-7 1e-8 1 0.2 0 32000 100 0.5
0.08 0.1 OD 20000 1e-7 1e-8 1 0.2 0 320000 100 0.5
0.08 0.1 OD 20000 1e-7 1e-8 1 0.1 0 320000 100 0.09090909
0.08 0.1 OD 20000 1e-7 1e-8 0.1 0.2 0 32000 100 0.5
0.08 0.1 OD 20000 1e-7 1e-8 0.1 0.2 0 16000 100 0.3333333
0.08 0.1 OD 20000 1e-7 1e-8 0.1 0.02 0 160000 100 0.5
0.08 0.1 OD 20000 1e-7 1e-8 0.02 0.05 0 16000 100 0.2857143
0.08 0.1 OD 20000 1e-7 1e-7 1 0.2 0 16000 100 0.5
0.08 0.1 OD 20000 1e-7 1e-7 1 0.1 0 160000 100 0.5
0.08 0.1 OD 20000 1e-7 1e-7 0.2 0.5 0 32000 100 0.5
0.08 0.1 OD 20000 1e-7 1e-7 0.2 0.1 0 16000 100 0.3333333
0.08 0.1 OD 20000 1e-7 1e-7 0.1 0.05 0 16000 100 0.5
0.08 0.1 OD 20000 1e-7 1e-7 0.1 0.05 0 16000 100 0.3333333
0.08 0.1 OD 20000 1e-7 1e-7 0.01 0.02 0 16000 100 0.5
0.08 0.19 OD 2000 1e-7 1e-7 0.5 0.1 0 160000 100 0.5
0.08 0.19 OD 2000 1e-7 1e-7 0.02 0.1 0 16000 100 0.5
0.08 0.19 OD 20000 1e-8 1e-8 0.5 1 0 16000 100 0.3333333
0.08 0.19 OD 20000 1e-8 1e-8 0.5 0.2 0 16000 100 0.2857143
0.08 0.19 OD 20000 1e-8 1e-8 0.05 0.05 0 32000 100 0.5
0.08 0.19 OD 20000 1e-8 1e-8 0.05 0.05 0 16000 100 0.5
0.08 0.19 OD 20000 1e-8 1e-8 0.02 0.01 0 16000 100 0.3333333
0.08 0.19 OD 20000 1e-8 1e-8 0.01 0.1 0 320000 100 0.09090909
0.08 0.19 OD 20000 1e-8 1e-7 1 0.5 0 32000 100 0.5
0.08 0.19 OD 20000 1e-8 1e-7 0.5 0.1 0 320000 100 0.5
0.08 0.19 OD 20000 1e-8 1e-7 0.1 1 0 160000 100 0.09090909
0.08 0.19 OD 20000 1e-7 1e-8 0.2 0.5 0 160000 100 0.2857143
0.08 0.19 OD 20000 1e-7 1e-8 0.1 0.5 0 320000 100 0.1666667
0.08 0.19 OD 20000 1e-7 1e-8 0.1 0.05 0 320000 100 0.5
0.08 0.19 OD 20000 1e-7 1e-8 0.1 0.02 0 320000 100 0.1666667
0.08 0.19 OD 20000 1e-7 1e-8 0.01 0.02 0 160000 100 0.5
0.08 0.19 OD 20000 1e-7 1e-8 0.01 0.02 0 160000 100 0.3333333
0.08 0.19 OD 20000 1e-7 1e-7 1 0.5 0 32000 100 0.3333333
0.08 0.19 OD 20000 1e-7 1e-7 1 0.2 0 320000 100 0.1666667
0.08 0.19 OD 20000 1e-7 1e-7 0.5 1 0 32000 100 0.3333333
0.08 0.19 OD 20000 1e-7 1e-7 0.1 0.5 0 16000 100 0.1666667
0.08 0.19 OD 20000 1e-7 1e-7 0.02 0.1 0 320000 100 0.5
0.08 0.18 OD 2000 1e-8 1e-7 1 0.2 0 32000 100 0.5
0.08 0.18 OD 2000 1e-7 1e-7 1 0.1 0 32000 100 0.09090909
0.08 0.18 OD 2000 1e-7 1e-7 0.05 0.01 0 16000 100 0.5
0.08 0.18 OD 20000 1e-8 1e-8 1 0.5 0 32000 100 0.5
0.08 0.18 OD 20000 1e-8 1e-8 1 0.2 0 160000 100 0.5
0.08 0.18 OD 20000 1e-8 1e-8 0.2 0.1 0 32000 100 0.3333333
0.08 0.18 OD 20000 1e-8 1e-8 0.1 0.2 0 16000 100 0.3333333
0.08 0.18 OD 20000 1e-8 1e-8 0.1 0.01 0 160000 100 0.09090909
0.08 0.18 OD 20000 1e-8 1e-8 0.01 0.1 0 160000 100 0.09090909
0.08 0.18 OD 20000 1e-7 1e-8 1 0.2 0 320000 100 0.1666667
0.08 0.18 OD 20000 1e-7 1e-8 0.2 1 0 32000 100 0.1666667
0.08 0.18 OD 20000 1e-7 1e-8 0.1 1 0 32000 100 0.09090909
0.08 0.18 OD 20000 1e-7 1e-8 0.02 0.1 0 320000 100 0.1666667
0.08 0.18 OD 20000 1e-7 1e-8 0.02 0.01 0 160000 100 0.3333333
0.08 0.18 OD 20000 1e-7 1e-8 0.01 0.1 0 32000 100 0.09090909
0.08 0.18 OD 20000 1e-7 1e-8 0.01 0.02 0 16000 100 0.3333333
0.08 0.18 OD 20000 1e-7 1e-7 1 0.2 0 160000 100 0.1666667
0.08 0.18 OD 20000 1e-7 1e-7 0.2 1 0 16000 100 0.1666667
0.08 0.18 OD 20000 1e-7 1e-7 0.05 0.05 0 32000 100 0.5
0.08 0.18 OD 20000 1e-7 1e-7 0.05 0.01 0 320000 100 0.1666667
0.08 0.18 OD 20000 1e-7 1e-7 0.05 0.01 0 160000 100 0.5
0.08 0.18 OD 20000 1e-7 1e-7 0.01 0.05 0 320000 100 0.5
0.08 0.183908045977011 OD 2000 1e-7 1e-8 0.05 0.01 0 16000 87 0.1666667
0.08 0.182795698924731 OD 2000 1e-7 1e-8 0.5 0.1 0 320000 93 0.5
0.08 0.181818181818182 OD 20000 1e-8 1e-8 0.02 0.1 0 32000 99 0.1666667
0.08 0.17 OD 2000 1e-7 1e-7 0.1 0.02 0 32000 100 0.5
0.08 0.17 OD 20000 1e-8 1e-8 0.1 1 0 32000 100 0.09090909
0.08 0.17 OD 20000 1e-8 1e-8 0.1 1 0 160000 100 0.09090909
0.08 0.17 OD 20000 1e-8 1e-8 0.1 0.2 0 32000 100 0.3333333
0.08 0.17 OD 20000 1e-8 1e-8 0.1 0.05 0 32000 100 0.5
0.08 0.17 OD 20000 1e-8 1e-8 0.02 0.05 0 32000 100 0.2857143
0.08 0.17 OD 20000 1e-8 1e-7 0.5 1 0 32000 100 0.3333333
0.08 0.17 OD 20000 1e-7 1e-8 0.5 0.1 0 160000 100 0.1666667
0.08 0.17 OD 20000 1e-7 1e-8 0.2 0.2 0 160000 100 0.5
0.08 0.17 OD 20000 1e-7 1e-8 0.2 0.1 0 32000 100 0.5
0.08 0.17 OD 20000 1e-7 1e-8 0.1 0.01 0 32000 100 0.09090909
0.08 0.17 OD 20000 1e-7 1e-8 0.05 0.02 0 32000 100 0.2857143
0.08 0.17 OD 20000 1e-7 1e-8 0.05 0.02 0 160000 100 0.5
0.08 0.17 OD 20000 1e-7 1e-8 0.02 0.05 0 160000 100 0.2857143
0.08 0.17 OD 20000 1e-7 1e-8 0.02 0.02 0 32000 100 0.5
0.08 0.17 OD 20000 1e-7 1e-8 0.01 0.05 0 160000 100 0.1666667
0.08 0.17 OD 20000 1e-7 1e-7 1 0.5 0 32000 100 0.5
0.08 0.17 OD 20000 1e-7 1e-7 0.5 1 0 32000 100 0.5
0.08 0.17 OD 20000 1e-7 1e-7 0.2 1 0 160000 100 0.1666667
0.08 0.17 OD 20000 1e-7 1e-7 0.1 0.02 0 320000 100 0.5
0.08 0.17 OD 20000 1e-7 1e-7 0.1 0.02 0 160000 100 0.1666667
0.08 0.17 OD 20000 1e-7 1e-7 0.1 0.01 0 160000 100 0.5
0.08 0.179775280898876 OD 2000 1e-7 1e-8 0.02 0.1 0 16000 89 0.5
0.08 0.178217821782178 OD 20000 1e-7 1e-8 0.5 0.5 0 160000 101 0.5
0.08 0.173333333333333 OD 2000 1e-7 1e-8 0.2 1 0 16000 75 0.5
0.08 0.16 OD 2000 1e-7 1e-7 0.2 1 0 32000 100 0.5
0.08 0.16 OD 2000 1e-7 1e-7 0.2 1 0 16000 100 0.5
0.08 0.16 OD 2000 1e-7 1e-7 0.1 0.5 0 16000 100 0.5
0.08 0.16 OD 2000 1e-7 1e-7 0.02 0.1 0 32000 100 0.5
0.08 0.16 OD 20000 1e-8 1e-8 0.2 0.1 0 32000 100 0.5
0.08 0.16 OD 20000 1e-8 1e-8 0.05 0.1 0 32000 100 0.5
0.08 0.16 OD 20000 1e-8 1e-7 1 0.1 0 32000 100 0.09090909
0.08 0.16 OD 20000 1e-8 1e-7 0.5 1 0 32000 100 0.5
0.08 0.16 OD 20000 1e-8 1e-7 0.5 1 0 16000 100 0.3333333
0.08 0.16 OD 20000 1e-8 1e-7 0.1 0.2 0 32000 100 0.3333333
