alpha power seltype Ne rec mut s1 s2 t
0.07 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.08 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.09 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.1 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.11 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.12 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.13 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.14 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.15 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.16 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.17 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.18 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.19 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.2 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.21 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.22 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.23 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.24 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
0.25 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 160000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.0819672131147541 OD 2 1e-8 1e-8 0.1 0.5 16000
0.02 0.131147540983607 OD 2 1e-8 1e-8 0.1 0.5 16000
0.03 0.19672131147541 OD 2 1e-8 1e-8 0.1 0.5 16000
0.04 0.262295081967213 OD 2 1e-8 1e-8 0.1 0.5 16000
0.05 0.278688524590164 OD 2 1e-8 1e-8 0.1 0.5 16000
0.06 0.295081967213115 OD 2 1e-8 1e-8 0.1 0.5 16000
0.07 0.295081967213115 OD 2 1e-8 1e-8 0.1 0.5 16000
0.08 0.295081967213115 OD 2 1e-8 1e-8 0.1 0.5 16000
0.09 0.311475409836066 OD 2 1e-8 1e-8 0.1 0.5 16000
0.1 0.327868852459016 OD 2 1e-8 1e-8 0.1 0.5 16000
0.11 0.360655737704918 OD 2 1e-8 1e-8 0.1 0.5 16000
0.12 0.377049180327869 OD 2 1e-8 1e-8 0.1 0.5 16000
0.13 0.39344262295082 OD 2 1e-8 1e-8 0.1 0.5 16000
0.14 0.459016393442623 OD 2 1e-8 1e-8 0.1 0.5 16000
0.15 0.459016393442623 OD 2 1e-8 1e-8 0.1 0.5 16000
0.16 0.475409836065574 OD 2 1e-8 1e-8 0.1 0.5 16000
0.17 0.491803278688525 OD 2 1e-8 1e-8 0.1 0.5 16000
0.18 0.508196721311475 OD 2 1e-8 1e-8 0.1 0.5 16000
0.19 0.524590163934426 OD 2 1e-8 1e-8 0.1 0.5 16000
0.2 0.524590163934426 OD 2 1e-8 1e-8 0.1 0.5 16000
0.21 0.557377049180328 OD 2 1e-8 1e-8 0.1 0.5 16000
0.22 0.557377049180328 OD 2 1e-8 1e-8 0.1 0.5 16000
0.23 0.557377049180328 OD 2 1e-8 1e-8 0.1 0.5 16000
0.24 0.573770491803279 OD 2 1e-8 1e-8 0.1 0.5 16000
0.25 0.60655737704918 OD 2 1e-8 1e-8 0.1 0.5 16000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.918032786885246 OD 2 1e-8 1e-8 0.1 0.5 320000
0.02 0.967213114754098 OD 2 1e-8 1e-8 0.1 0.5 320000
0.03 0.983606557377049 OD 2 1e-8 1e-8 0.1 0.5 320000
0.04 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.05 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.06 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.07 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.08 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.09 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.1 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.11 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.12 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.13 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.14 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.15 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.16 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.17 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.18 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.19 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.2 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.21 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.22 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.23 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.24 1 OD 2 1e-8 1e-8 0.1 0.5 320000
0.25 1 OD 2 1e-8 1e-8 0.1 0.5 320000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.360655737704918 OD 2 1e-8 1e-8 0.1 0.5 32000
0.02 0.409836065573771 OD 2 1e-8 1e-8 0.1 0.5 32000
0.03 0.475409836065574 OD 2 1e-8 1e-8 0.1 0.5 32000
0.04 0.508196721311475 OD 2 1e-8 1e-8 0.1 0.5 32000
0.05 0.557377049180328 OD 2 1e-8 1e-8 0.1 0.5 32000
0.06 0.573770491803279 OD 2 1e-8 1e-8 0.1 0.5 32000
0.07 0.639344262295082 OD 2 1e-8 1e-8 0.1 0.5 32000
0.08 0.672131147540984 OD 2 1e-8 1e-8 0.1 0.5 32000
0.09 0.688524590163934 OD 2 1e-8 1e-8 0.1 0.5 32000
0.1 0.688524590163934 OD 2 1e-8 1e-8 0.1 0.5 32000
0.11 0.737704918032787 OD 2 1e-8 1e-8 0.1 0.5 32000
0.12 0.770491803278688 OD 2 1e-8 1e-8 0.1 0.5 32000
0.13 0.770491803278688 OD 2 1e-8 1e-8 0.1 0.5 32000
0.14 0.786885245901639 OD 2 1e-8 1e-8 0.1 0.5 32000
0.15 0.786885245901639 OD 2 1e-8 1e-8 0.1 0.5 32000
0.16 0.786885245901639 OD 2 1e-8 1e-8 0.1 0.5 32000
0.17 0.80327868852459 OD 2 1e-8 1e-8 0.1 0.5 32000
0.18 0.80327868852459 OD 2 1e-8 1e-8 0.1 0.5 32000
0.19 0.80327868852459 OD 2 1e-8 1e-8 0.1 0.5 32000
0.2 0.80327868852459 OD 2 1e-8 1e-8 0.1 0.5 32000
0.21 0.80327868852459 OD 2 1e-8 1e-8 0.1 0.5 32000
0.22 0.819672131147541 OD 2 1e-8 1e-8 0.1 0.5 32000
0.23 0.819672131147541 OD 2 1e-8 1e-8 0.1 0.5 32000
0.24 0.852459016393443 OD 2 1e-8 1e-8 0.1 0.5 32000
0.25 0.885245901639344 OD 2 1e-8 1e-8 0.1 0.5 32000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.854545454545454 OD 2 1e-8 1e-8 0.1 0.9 160000
0.02 0.909090909090909 OD 2 1e-8 1e-8 0.1 0.9 160000
0.03 0.909090909090909 OD 2 1e-8 1e-8 0.1 0.9 160000
0.04 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 160000
0.05 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 160000
0.06 0.945454545454545 OD 2 1e-8 1e-8 0.1 0.9 160000
0.07 0.945454545454545 OD 2 1e-8 1e-8 0.1 0.9 160000
0.08 0.945454545454545 OD 2 1e-8 1e-8 0.1 0.9 160000
0.09 0.945454545454545 OD 2 1e-8 1e-8 0.1 0.9 160000
0.1 0.945454545454545 OD 2 1e-8 1e-8 0.1 0.9 160000
0.11 0.945454545454545 OD 2 1e-8 1e-8 0.1 0.9 160000
0.12 0.945454545454545 OD 2 1e-8 1e-8 0.1 0.9 160000
0.13 0.963636363636364 OD 2 1e-8 1e-8 0.1 0.9 160000
0.14 0.963636363636364 OD 2 1e-8 1e-8 0.1 0.9 160000
0.15 0.963636363636364 OD 2 1e-8 1e-8 0.1 0.9 160000
0.16 0.963636363636364 OD 2 1e-8 1e-8 0.1 0.9 160000
0.17 0.963636363636364 OD 2 1e-8 1e-8 0.1 0.9 160000
0.18 0.963636363636364 OD 2 1e-8 1e-8 0.1 0.9 160000
0.19 0.963636363636364 OD 2 1e-8 1e-8 0.1 0.9 160000
0.2 0.963636363636364 OD 2 1e-8 1e-8 0.1 0.9 160000
0.21 0.963636363636364 OD 2 1e-8 1e-8 0.1 0.9 160000
0.22 0.963636363636364 OD 2 1e-8 1e-8 0.1 0.9 160000
0.23 0.963636363636364 OD 2 1e-8 1e-8 0.1 0.9 160000
0.24 0.981818181818182 OD 2 1e-8 1e-8 0.1 0.9 160000
0.25 0.981818181818182 OD 2 1e-8 1e-8 0.1 0.9 160000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.145454545454545 OD 2 1e-8 1e-8 0.1 0.9 16000
0.02 0.2 OD 2 1e-8 1e-8 0.1 0.9 16000
0.03 0.236363636363636 OD 2 1e-8 1e-8 0.1 0.9 16000
0.04 0.254545454545455 OD 2 1e-8 1e-8 0.1 0.9 16000
0.05 0.309090909090909 OD 2 1e-8 1e-8 0.1 0.9 16000
0.06 0.327272727272727 OD 2 1e-8 1e-8 0.1 0.9 16000
0.07 0.381818181818182 OD 2 1e-8 1e-8 0.1 0.9 16000
0.08 0.4 OD 2 1e-8 1e-8 0.1 0.9 16000
0.09 0.4 OD 2 1e-8 1e-8 0.1 0.9 16000
0.1 0.472727272727273 OD 2 1e-8 1e-8 0.1 0.9 16000
0.11 0.527272727272727 OD 2 1e-8 1e-8 0.1 0.9 16000
0.12 0.545454545454545 OD 2 1e-8 1e-8 0.1 0.9 16000
0.13 0.545454545454545 OD 2 1e-8 1e-8 0.1 0.9 16000
0.14 0.563636363636364 OD 2 1e-8 1e-8 0.1 0.9 16000
0.15 0.563636363636364 OD 2 1e-8 1e-8 0.1 0.9 16000
0.16 0.563636363636364 OD 2 1e-8 1e-8 0.1 0.9 16000
0.17 0.563636363636364 OD 2 1e-8 1e-8 0.1 0.9 16000
0.18 0.581818181818182 OD 2 1e-8 1e-8 0.1 0.9 16000
0.19 0.6 OD 2 1e-8 1e-8 0.1 0.9 16000
0.2 0.6 OD 2 1e-8 1e-8 0.1 0.9 16000
0.21 0.6 OD 2 1e-8 1e-8 0.1 0.9 16000
0.22 0.618181818181818 OD 2 1e-8 1e-8 0.1 0.9 16000
0.23 0.618181818181818 OD 2 1e-8 1e-8 0.1 0.9 16000
0.24 0.618181818181818 OD 2 1e-8 1e-8 0.1 0.9 16000
0.25 0.618181818181818 OD 2 1e-8 1e-8 0.1 0.9 16000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.890909090909091 OD 2 1e-8 1e-8 0.1 0.9 320000
0.02 0.909090909090909 OD 2 1e-8 1e-8 0.1 0.9 320000
0.03 0.909090909090909 OD 2 1e-8 1e-8 0.1 0.9 320000
0.04 0.909090909090909 OD 2 1e-8 1e-8 0.1 0.9 320000
0.05 0.909090909090909 OD 2 1e-8 1e-8 0.1 0.9 320000
0.06 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.07 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.08 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.09 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.1 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.11 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.12 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.13 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.14 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.15 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.16 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.17 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
