alpha power seltype Ne rec mut s1 s2 t
0.18 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.19 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.2 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.21 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.22 0.927272727272727 OD 2 1e-8 1e-8 0.1 0.9 320000
0.23 0.945454545454545 OD 2 1e-8 1e-8 0.1 0.9 320000
0.24 0.945454545454545 OD 2 1e-8 1e-8 0.1 0.9 320000
0.25 0.945454545454545 OD 2 1e-8 1e-8 0.1 0.9 320000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.363636363636364 OD 2 1e-8 1e-8 0.1 0.9 32000
0.02 0.4 OD 2 1e-8 1e-8 0.1 0.9 32000
0.03 0.436363636363636 OD 2 1e-8 1e-8 0.1 0.9 32000
0.04 0.436363636363636 OD 2 1e-8 1e-8 0.1 0.9 32000
0.05 0.527272727272727 OD 2 1e-8 1e-8 0.1 0.9 32000
0.06 0.545454545454545 OD 2 1e-8 1e-8 0.1 0.9 32000
0.07 0.618181818181818 OD 2 1e-8 1e-8 0.1 0.9 32000
0.08 0.618181818181818 OD 2 1e-8 1e-8 0.1 0.9 32000
0.09 0.636363636363636 OD 2 1e-8 1e-8 0.1 0.9 32000
0.1 0.672727272727273 OD 2 1e-8 1e-8 0.1 0.9 32000
0.11 0.672727272727273 OD 2 1e-8 1e-8 0.1 0.9 32000
0.12 0.709090909090909 OD 2 1e-8 1e-8 0.1 0.9 32000
0.13 0.709090909090909 OD 2 1e-8 1e-8 0.1 0.9 32000
0.14 0.727272727272727 OD 2 1e-8 1e-8 0.1 0.9 32000
0.15 0.727272727272727 OD 2 1e-8 1e-8 0.1 0.9 32000
0.16 0.781818181818182 OD 2 1e-8 1e-8 0.1 0.9 32000
0.17 0.781818181818182 OD 2 1e-8 1e-8 0.1 0.9 32000
0.18 0.781818181818182 OD 2 1e-8 1e-8 0.1 0.9 32000
0.19 0.781818181818182 OD 2 1e-8 1e-8 0.1 0.9 32000
0.2 0.8 OD 2 1e-8 1e-8 0.1 0.9 32000
0.21 0.8 OD 2 1e-8 1e-8 0.1 0.9 32000
0.22 0.818181818181818 OD 2 1e-8 1e-8 0.1 0.9 32000
0.23 0.818181818181818 OD 2 1e-8 1e-8 0.1 0.9 32000
0.24 0.836363636363636 OD 2 1e-8 1e-8 0.1 0.9 32000
0.25 0.854545454545454 OD 2 1e-8 1e-8 0.1 0.9 32000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.703125 OD 2 1e-8 1e-8 0.1 1 160000
0.02 0.734375 OD 2 1e-8 1e-8 0.1 1 160000
0.03 0.765625 OD 2 1e-8 1e-8 0.1 1 160000
0.04 0.828125 OD 2 1e-8 1e-8 0.1 1 160000
0.05 0.875 OD 2 1e-8 1e-8 0.1 1 160000
0.06 0.875 OD 2 1e-8 1e-8 0.1 1 160000
0.07 0.875 OD 2 1e-8 1e-8 0.1 1 160000
0.08 0.875 OD 2 1e-8 1e-8 0.1 1 160000
0.09 0.890625 OD 2 1e-8 1e-8 0.1 1 160000
0.1 0.890625 OD 2 1e-8 1e-8 0.1 1 160000
0.11 0.890625 OD 2 1e-8 1e-8 0.1 1 160000
0.12 0.890625 OD 2 1e-8 1e-8 0.1 1 160000
0.13 0.90625 OD 2 1e-8 1e-8 0.1 1 160000
0.14 0.90625 OD 2 1e-8 1e-8 0.1 1 160000
0.15 0.90625 OD 2 1e-8 1e-8 0.1 1 160000
0.16 0.9375 OD 2 1e-8 1e-8 0.1 1 160000
0.17 0.9375 OD 2 1e-8 1e-8 0.1 1 160000
0.18 0.953125 OD 2 1e-8 1e-8 0.1 1 160000
0.19 0.953125 OD 2 1e-8 1e-8 0.1 1 160000
0.2 0.953125 OD 2 1e-8 1e-8 0.1 1 160000
0.21 0.953125 OD 2 1e-8 1e-8 0.1 1 160000
0.22 0.953125 OD 2 1e-8 1e-8 0.1 1 160000
0.23 0.953125 OD 2 1e-8 1e-8 0.1 1 160000
0.24 0.96875 OD 2 1e-8 1e-8 0.1 1 160000
0.25 0.96875 OD 2 1e-8 1e-8 0.1 1 160000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.0625 OD 2 1e-8 1e-8 0.1 1 16000
0.02 0.09375 OD 2 1e-8 1e-8 0.1 1 16000
0.03 0.109375 OD 2 1e-8 1e-8 0.1 1 16000
0.04 0.15625 OD 2 1e-8 1e-8 0.1 1 16000
0.05 0.203125 OD 2 1e-8 1e-8 0.1 1 16000
0.06 0.21875 OD 2 1e-8 1e-8 0.1 1 16000
0.07 0.265625 OD 2 1e-8 1e-8 0.1 1 16000
0.08 0.328125 OD 2 1e-8 1e-8 0.1 1 16000
0.09 0.328125 OD 2 1e-8 1e-8 0.1 1 16000
0.1 0.34375 OD 2 1e-8 1e-8 0.1 1 16000
0.11 0.359375 OD 2 1e-8 1e-8 0.1 1 16000
0.12 0.359375 OD 2 1e-8 1e-8 0.1 1 16000
0.13 0.359375 OD 2 1e-8 1e-8 0.1 1 16000
0.14 0.40625 OD 2 1e-8 1e-8 0.1 1 16000
0.15 0.453125 OD 2 1e-8 1e-8 0.1 1 16000
0.16 0.46875 OD 2 1e-8 1e-8 0.1 1 16000
0.17 0.46875 OD 2 1e-8 1e-8 0.1 1 16000
0.18 0.484375 OD 2 1e-8 1e-8 0.1 1 16000
0.19 0.5 OD 2 1e-8 1e-8 0.1 1 16000
0.2 0.5625 OD 2 1e-8 1e-8 0.1 1 16000
0.21 0.578125 OD 2 1e-8 1e-8 0.1 1 16000
0.22 0.578125 OD 2 1e-8 1e-8 0.1 1 16000
0.23 0.578125 OD 2 1e-8 1e-8 0.1 1 16000
0.24 0.59375 OD 2 1e-8 1e-8 0.1 1 16000
0.25 0.609375 OD 2 1e-8 1e-8 0.1 1 16000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.921875 OD 2 1e-8 1e-8 0.1 1 320000
0.02 0.96875 OD 2 1e-8 1e-8 0.1 1 320000
0.03 0.96875 OD 2 1e-8 1e-8 0.1 1 320000
0.04 0.96875 OD 2 1e-8 1e-8 0.1 1 320000
0.05 0.96875 OD 2 1e-8 1e-8 0.1 1 320000
0.06 0.96875 OD 2 1e-8 1e-8 0.1 1 320000
0.07 0.96875 OD 2 1e-8 1e-8 0.1 1 320000
0.08 0.96875 OD 2 1e-8 1e-8 0.1 1 320000
0.09 0.96875 OD 2 1e-8 1e-8 0.1 1 320000
0.1 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
0.11 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
0.12 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
0.13 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
0.14 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
0.15 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
0.16 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
0.17 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
0.18 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
0.19 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
0.2 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
0.21 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
0.22 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
0.23 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
0.24 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
0.25 0.984375 OD 2 1e-8 1e-8 0.1 1 320000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.34375 OD 2 1e-8 1e-8 0.1 1 32000
0.02 0.453125 OD 2 1e-8 1e-8 0.1 1 32000
0.03 0.515625 OD 2 1e-8 1e-8 0.1 1 32000
0.04 0.515625 OD 2 1e-8 1e-8 0.1 1 32000
0.05 0.515625 OD 2 1e-8 1e-8 0.1 1 32000
0.06 0.515625 OD 2 1e-8 1e-8 0.1 1 32000
0.07 0.578125 OD 2 1e-8 1e-8 0.1 1 32000
0.08 0.625 OD 2 1e-8 1e-8 0.1 1 32000
0.09 0.625 OD 2 1e-8 1e-8 0.1 1 32000
0.1 0.640625 OD 2 1e-8 1e-8 0.1 1 32000
0.11 0.640625 OD 2 1e-8 1e-8 0.1 1 32000
0.12 0.671875 OD 2 1e-8 1e-8 0.1 1 32000
0.13 0.671875 OD 2 1e-8 1e-8 0.1 1 32000
0.14 0.671875 OD 2 1e-8 1e-8 0.1 1 32000
0.15 0.703125 OD 2 1e-8 1e-8 0.1 1 32000
0.16 0.71875 OD 2 1e-8 1e-8 0.1 1 32000
0.17 0.734375 OD 2 1e-8 1e-8 0.1 1 32000
0.18 0.75 OD 2 1e-8 1e-8 0.1 1 32000
0.19 0.75 OD 2 1e-8 1e-8 0.1 1 32000
0.2 0.765625 OD 2 1e-8 1e-8 0.1 1 32000
0.21 0.765625 OD 2 1e-8 1e-8 0.1 1 32000
0.22 0.765625 OD 2 1e-8 1e-8 0.1 1 32000
0.23 0.765625 OD 2 1e-8 1e-8 0.1 1 32000
0.24 0.78125 OD 2 1e-8 1e-8 0.1 1 32000
0.25 0.78125 OD 2 1e-8 1e-8 0.1 1 32000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.867924528301887 OD 2 1e-8 1e-8 0.2 0.1 160000
0.02 0.943396226415094 OD 2 1e-8 1e-8 0.2 0.1 160000
0.03 0.962264150943396 OD 2 1e-8 1e-8 0.2 0.1 160000
0.04 0.962264150943396 OD 2 1e-8 1e-8 0.2 0.1 160000
0.05 0.962264150943396 OD 2 1e-8 1e-8 0.2 0.1 160000
0.06 0.962264150943396 OD 2 1e-8 1e-8 0.2 0.1 160000
0.07 0.962264150943396 OD 2 1e-8 1e-8 0.2 0.1 160000
0.08 0.962264150943396 OD 2 1e-8 1e-8 0.2 0.1 160000
0.09 0.981132075471698 OD 2 1e-8 1e-8 0.2 0.1 160000
0.1 0.981132075471698 OD 2 1e-8 1e-8 0.2 0.1 160000
0.11 0.981132075471698 OD 2 1e-8 1e-8 0.2 0.1 160000
0.12 0.981132075471698 OD 2 1e-8 1e-8 0.2 0.1 160000
0.13 0.981132075471698 OD 2 1e-8 1e-8 0.2 0.1 160000
0.14 0.981132075471698 OD 2 1e-8 1e-8 0.2 0.1 160000
0.15 0.981132075471698 OD 2 1e-8 1e-8 0.2 0.1 160000
0.16 1 OD 2 1e-8 1e-8 0.2 0.1 160000
0.17 1 OD 2 1e-8 1e-8 0.2 0.1 160000
0.18 1 OD 2 1e-8 1e-8 0.2 0.1 160000
0.19 1 OD 2 1e-8 1e-8 0.2 0.1 160000
0.2 1 OD 2 1e-8 1e-8 0.2 0.1 160000
0.21 1 OD 2 1e-8 1e-8 0.2 0.1 160000
0.22 1 OD 2 1e-8 1e-8 0.2 0.1 160000
0.23 1 OD 2 1e-8 1e-8 0.2 0.1 160000
0.24 1 OD 2 1e-8 1e-8 0.2 0.1 160000
0.25 1 OD 2 1e-8 1e-8 0.2 0.1 160000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.150943396226415 OD 2 1e-8 1e-8 0.2 0.1 16000
0.02 0.207547169811321 OD 2 1e-8 1e-8 0.2 0.1 16000
0.03 0.226415094339623 OD 2 1e-8 1e-8 0.2 0.1 16000
0.04 0.245283018867925 OD 2 1e-8 1e-8 0.2 0.1 16000
0.05 0.264150943396226 OD 2 1e-8 1e-8 0.2 0.1 16000
0.06 0.320754716981132 OD 2 1e-8 1e-8 0.2 0.1 16000
0.07 0.377358490566038 OD 2 1e-8 1e-8 0.2 0.1 16000
0.08 0.39622641509434 OD 2 1e-8 1e-8 0.2 0.1 16000
0.09 0.39622641509434 OD 2 1e-8 1e-8 0.2 0.1 16000
0.1 0.415094339622642 OD 2 1e-8 1e-8 0.2 0.1 16000
0.11 0.415094339622642 OD 2 1e-8 1e-8 0.2 0.1 16000
0.12 0.452830188679245 OD 2 1e-8 1e-8 0.2 0.1 16000
0.13 0.509433962264151 OD 2 1e-8 1e-8 0.2 0.1 16000
0.14 0.509433962264151 OD 2 1e-8 1e-8 0.2 0.1 16000
0.15 0.509433962264151 OD 2 1e-8 1e-8 0.2 0.1 16000
0.16 0.547169811320755 OD 2 1e-8 1e-8 0.2 0.1 16000
0.17 0.566037735849057 OD 2 1e-8 1e-8 0.2 0.1 16000
0.18 0.60377358490566 OD 2 1e-8 1e-8 0.2 0.1 16000
0.19 0.622641509433962 OD 2 1e-8 1e-8 0.2 0.1 16000
0.2 0.641509433962264 OD 2 1e-8 1e-8 0.2 0.1 16000
0.21 0.641509433962264 OD 2 1e-8 1e-8 0.2 0.1 16000
0.22 0.660377358490566 OD 2 1e-8 1e-8 0.2 0.1 16000
0.23 0.660377358490566 OD 2 1e-8 1e-8 0.2 0.1 16000
0.24 0.660377358490566 OD 2 1e-8 1e-8 0.2 0.1 16000
0.25 0.679245283018868 OD 2 1e-8 1e-8 0.2 0.1 16000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.981132075471698 OD 2 1e-8 1e-8 0.2 0.1 320000
0.02 0.981132075471698 OD 2 1e-8 1e-8 0.2 0.1 320000
0.03 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.04 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.05 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.06 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.07 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.08 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.09 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.1 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.11 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.12 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.13 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.14 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.15 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.16 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.17 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.18 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.19 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.2 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.21 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.22 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.23 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.24 1 OD 2 1e-8 1e-8 0.2 0.1 320000
0.25 1 OD 2 1e-8 1e-8 0.2 0.1 320000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.358490566037736 OD 2 1e-8 1e-8 0.2 0.1 32000
0.02 0.452830188679245 OD 2 1e-8 1e-8 0.2 0.1 32000
0.03 0.509433962264151 OD 2 1e-8 1e-8 0.2 0.1 32000
0.04 0.528301886792453 OD 2 1e-8 1e-8 0.2 0.1 32000
0.05 0.60377358490566 OD 2 1e-8 1e-8 0.2 0.1 32000
0.06 0.60377358490566 OD 2 1e-8 1e-8 0.2 0.1 32000
0.07 0.660377358490566 OD 2 1e-8 1e-8 0.2 0.1 32000
0.08 0.660377358490566 OD 2 1e-8 1e-8 0.2 0.1 32000
0.09 0.69811320754717 OD 2 1e-8 1e-8 0.2 0.1 32000
0.1 0.716981132075472 OD 2 1e-8 1e-8 0.2 0.1 32000
0.11 0.716981132075472 OD 2 1e-8 1e-8 0.2 0.1 32000
0.12 0.716981132075472 OD 2 1e-8 1e-8 0.2 0.1 32000
0.13 0.735849056603774 OD 2 1e-8 1e-8 0.2 0.1 32000
0.14 0.735849056603774 OD 2 1e-8 1e-8 0.2 0.1 32000
0.15 0.754716981132076 OD 2 1e-8 1e-8 0.2 0.1 32000
0.16 0.773584905660377 OD 2 1e-8 1e-8 0.2 0.1 32000
0.17 0.773584905660377 OD 2 1e-8 1e-8 0.2 0.1 32000
0.18 0.773584905660377 OD 2 1e-8 1e-8 0.2 0.1 32000
0.19 0.773584905660377 OD 2 1e-8 1e-8 0.2 0.1 32000
0.2 0.792452830188679 OD 2 1e-8 1e-8 0.2 0.1 32000
0.21 0.792452830188679 OD 2 1e-8 1e-8 0.2 0.1 32000
0.22 0.792452830188679 OD 2 1e-8 1e-8 0.2 0.1 32000
0.23 0.792452830188679 OD 2 1e-8 1e-8 0.2 0.1 32000
0.24 0.792452830188679 OD 2 1e-8 1e-8 0.2 0.1 32000
0.25 0.792452830188679 OD 2 1e-8 1e-8 0.2 0.1 32000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.802816901408451 OD 2 1e-8 1e-8 0.2 0.2 160000
0.02 0.887323943661972 OD 2 1e-8 1e-8 0.2 0.2 160000
0.03 0.929577464788732 OD 2 1e-8 1e-8 0.2 0.2 160000
0.04 0.957746478873239 OD 2 1e-8 1e-8 0.2 0.2 160000
0.05 0.971830985915493 OD 2 1e-8 1e-8 0.2 0.2 160000
0.06 0.985915492957746 OD 2 1e-8 1e-8 0.2 0.2 160000
0.07 0.985915492957746 OD 2 1e-8 1e-8 0.2 0.2 160000
0.08 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.09 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.1 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.11 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.12 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.13 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.14 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.15 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.16 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.17 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.18 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.19 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.2 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.21 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.22 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.23 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.24 1 OD 2 1e-8 1e-8 0.2 0.2 160000
0.25 1 OD 2 1e-8 1e-8 0.2 0.2 160000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.0563380281690141 OD 2 1e-8 1e-8 0.2 0.2 16000
0.02 0.154929577464789 OD 2 1e-8 1e-8 0.2 0.2 16000
0.03 0.211267605633803 OD 2 1e-8 1e-8 0.2 0.2 16000
0.04 0.253521126760563 OD 2 1e-8 1e-8 0.2 0.2 16000
0.05 0.295774647887324 OD 2 1e-8 1e-8 0.2 0.2 16000
0.06 0.309859154929577 OD 2 1e-8 1e-8 0.2 0.2 16000
0.07 0.352112676056338 OD 2 1e-8 1e-8 0.2 0.2 16000
0.08 0.366197183098592 OD 2 1e-8 1e-8 0.2 0.2 16000
0.09 0.366197183098592 OD 2 1e-8 1e-8 0.2 0.2 16000
0.1 0.366197183098592 OD 2 1e-8 1e-8 0.2 0.2 16000
0.11 0.366197183098592 OD 2 1e-8 1e-8 0.2 0.2 16000
0.12 0.380281690140845 OD 2 1e-8 1e-8 0.2 0.2 16000
0.13 0.422535211267606 OD 2 1e-8 1e-8 0.2 0.2 16000
0.14 0.422535211267606 OD 2 1e-8 1e-8 0.2 0.2 16000
0.15 0.450704225352113 OD 2 1e-8 1e-8 0.2 0.2 16000
0.16 0.464788732394366 OD 2 1e-8 1e-8 0.2 0.2 16000
0.17 0.492957746478873 OD 2 1e-8 1e-8 0.2 0.2 16000
0.18 0.507042253521127 OD 2 1e-8 1e-8 0.2 0.2 16000
0.19 0.507042253521127 OD 2 1e-8 1e-8 0.2 0.2 16000
0.2 0.549295774647887 OD 2 1e-8 1e-8 0.2 0.2 16000
0.21 0.549295774647887 OD 2 1e-8 1e-8 0.2 0.2 16000
0.22 0.563380281690141 OD 2 1e-8 1e-8 0.2 0.2 16000
0.23 0.577464788732394 OD 2 1e-8 1e-8 0.2 0.2 16000
0.24 0.577464788732394 OD 2 1e-8 1e-8 0.2 0.2 16000
0.25 0.591549295774648 OD 2 1e-8 1e-8 0.2 0.2 16000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.915492957746479 OD 2 1e-8 1e-8 0.2 0.2 320000
0.02 0.971830985915493 OD 2 1e-8 1e-8 0.2 0.2 320000
0.03 0.971830985915493 OD 2 1e-8 1e-8 0.2 0.2 320000
0.04 0.971830985915493 OD 2 1e-8 1e-8 0.2 0.2 320000
0.05 0.971830985915493 OD 2 1e-8 1e-8 0.2 0.2 320000
0.06 0.985915492957746 OD 2 1e-8 1e-8 0.2 0.2 320000
0.07 0.985915492957746 OD 2 1e-8 1e-8 0.2 0.2 320000
0.08 0.985915492957746 OD 2 1e-8 1e-8 0.2 0.2 320000
0.09 0.985915492957746 OD 2 1e-8 1e-8 0.2 0.2 320000
0.1 0.985915492957746 OD 2 1e-8 1e-8 0.2 0.2 320000
0.11 0.985915492957746 OD 2 1e-8 1e-8 0.2 0.2 320000
0.12 0.985915492957746 OD 2 1e-8 1e-8 0.2 0.2 320000
0.13 0.985915492957746 OD 2 1e-8 1e-8 0.2 0.2 320000
0.14 0.985915492957746 OD 2 1e-8 1e-8 0.2 0.2 320000
0.15 0.985915492957746 OD 2 1e-8 1e-8 0.2 0.2 320000
0.16 1 OD 2 1e-8 1e-8 0.2 0.2 320000
0.17 1 OD 2 1e-8 1e-8 0.2 0.2 320000
0.18 1 OD 2 1e-8 1e-8 0.2 0.2 320000
0.19 1 OD 2 1e-8 1e-8 0.2 0.2 320000
0.2 1 OD 2 1e-8 1e-8 0.2 0.2 320000
0.21 1 OD 2 1e-8 1e-8 0.2 0.2 320000
0.22 1 OD 2 1e-8 1e-8 0.2 0.2 320000
0.23 1 OD 2 1e-8 1e-8 0.2 0.2 320000
0.24 1 OD 2 1e-8 1e-8 0.2 0.2 320000
0.25 1 OD 2 1e-8 1e-8 0.2 0.2 320000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.309859154929577 OD 2 1e-8 1e-8 0.2 0.2 32000
0.02 0.380281690140845 OD 2 1e-8 1e-8 0.2 0.2 32000
0.03 0.450704225352113 OD 2 1e-8 1e-8 0.2 0.2 32000
0.04 0.464788732394366 OD 2 1e-8 1e-8 0.2 0.2 32000
0.05 0.535211267605634 OD 2 1e-8 1e-8 0.2 0.2 32000
0.06 0.549295774647887 OD 2 1e-8 1e-8 0.2 0.2 32000
0.07 0.577464788732394 OD 2 1e-8 1e-8 0.2 0.2 32000
0.08 0.619718309859155 OD 2 1e-8 1e-8 0.2 0.2 32000
0.09 0.619718309859155 OD 2 1e-8 1e-8 0.2 0.2 32000
0.1 0.647887323943662 OD 2 1e-8 1e-8 0.2 0.2 32000
0.11 0.661971830985915 OD 2 1e-8 1e-8 0.2 0.2 32000
0.12 0.661971830985915 OD 2 1e-8 1e-8 0.2 0.2 32000
0.13 0.690140845070423 OD 2 1e-8 1e-8 0.2 0.2 32000
0.14 0.690140845070423 OD 2 1e-8 1e-8 0.2 0.2 32000
0.15 0.704225352112676 OD 2 1e-8 1e-8 0.2 0.2 32000
0.16 0.704225352112676 OD 2 1e-8 1e-8 0.2 0.2 32000
0.17 0.704225352112676 OD 2 1e-8 1e-8 0.2 0.2 32000
0.18 0.704225352112676 OD 2 1e-8 1e-8 0.2 0.2 32000
0.19 0.704225352112676 OD 2 1e-8 1e-8 0.2 0.2 32000
0.2 0.732394366197183 OD 2 1e-8 1e-8 0.2 0.2 32000
0.21 0.76056338028169 OD 2 1e-8 1e-8 0.2 0.2 32000
0.22 0.76056338028169 OD 2 1e-8 1e-8 0.2 0.2 32000
0.23 0.76056338028169 OD 2 1e-8 1e-8 0.2 0.2 32000
0.24 0.76056338028169 OD 2 1e-8 1e-8 0.2 0.2 32000
0.25 0.76056338028169 OD 2 1e-8 1e-8 0.2 0.2 32000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.78125 OD 2 1e-8 1e-8 0.2 0.5 160000
0.02 0.828125 OD 2 1e-8 1e-8 0.2 0.5 160000
0.03 0.890625 OD 2 1e-8 1e-8 0.2 0.5 160000
0.04 0.9375 OD 2 1e-8 1e-8 0.2 0.5 160000
0.05 0.9375 OD 2 1e-8 1e-8 0.2 0.5 160000
0.06 0.9375 OD 2 1e-8 1e-8 0.2 0.5 160000
0.07 0.953125 OD 2 1e-8 1e-8 0.2 0.5 160000
0.08 0.953125 OD 2 1e-8 1e-8 0.2 0.5 160000
0.09 0.953125 OD 2 1e-8 1e-8 0.2 0.5 160000
0.1 0.953125 OD 2 1e-8 1e-8 0.2 0.5 160000
0.11 0.953125 OD 2 1e-8 1e-8 0.2 0.5 160000
0.12 0.96875 OD 2 1e-8 1e-8 0.2 0.5 160000
0.13 1 OD 2 1e-8 1e-8 0.2 0.5 160000
0.14 1 OD 2 1e-8 1e-8 0.2 0.5 160000
0.15 1 OD 2 1e-8 1e-8 0.2 0.5 160000
0.16 1 OD 2 1e-8 1e-8 0.2 0.5 160000
0.17 1 OD 2 1e-8 1e-8 0.2 0.5 160000
0.18 1 OD 2 1e-8 1e-8 0.2 0.5 160000
0.19 1 OD 2 1e-8 1e-8 0.2 0.5 160000
0.2 1 OD 2 1e-8 1e-8 0.2 0.5 160000
0.21 1 OD 2 1e-8 1e-8 0.2 0.5 160000
0.22 1 OD 2 1e-8 1e-8 0.2 0.5 160000
0.23 1 OD 2 1e-8 1e-8 0.2 0.5 160000
0.24 1 OD 2 1e-8 1e-8 0.2 0.5 160000
0.25 1 OD 2 1e-8 1e-8 0.2 0.5 160000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.078125 OD 2 1e-8 1e-8 0.2 0.5 16000
0.02 0.125 OD 2 1e-8 1e-8 0.2 0.5 16000
0.03 0.1875 OD 2 1e-8 1e-8 0.2 0.5 16000
0.04 0.234375 OD 2 1e-8 1e-8 0.2 0.5 16000
0.05 0.28125 OD 2 1e-8 1e-8 0.2 0.5 16000
0.06 0.328125 OD 2 1e-8 1e-8 0.2 0.5 16000
0.07 0.375 OD 2 1e-8 1e-8 0.2 0.5 16000
0.08 0.390625 OD 2 1e-8 1e-8 0.2 0.5 16000
0.09 0.40625 OD 2 1e-8 1e-8 0.2 0.5 16000
0.1 0.453125 OD 2 1e-8 1e-8 0.2 0.5 16000
0.11 0.46875 OD 2 1e-8 1e-8 0.2 0.5 16000
0.12 0.484375 OD 2 1e-8 1e-8 0.2 0.5 16000
0.13 0.5 OD 2 1e-8 1e-8 0.2 0.5 16000
0.14 0.515625 OD 2 1e-8 1e-8 0.2 0.5 16000
0.15 0.5625 OD 2 1e-8 1e-8 0.2 0.5 16000
0.16 0.578125 OD 2 1e-8 1e-8 0.2 0.5 16000
0.17 0.578125 OD 2 1e-8 1e-8 0.2 0.5 16000
0.18 0.59375 OD 2 1e-8 1e-8 0.2 0.5 16000
0.19 0.609375 OD 2 1e-8 1e-8 0.2 0.5 16000
0.2 0.625 OD 2 1e-8 1e-8 0.2 0.5 16000
0.21 0.640625 OD 2 1e-8 1e-8 0.2 0.5 16000
0.22 0.640625 OD 2 1e-8 1e-8 0.2 0.5 16000
0.23 0.65625 OD 2 1e-8 1e-8 0.2 0.5 16000
0.24 0.65625 OD 2 1e-8 1e-8 0.2 0.5 16000
0.25 0.65625 OD 2 1e-8 1e-8 0.2 0.5 16000
alpha power seltype Ne rec mut s1 s2 t
0.01 0.921875 OD 2 1e-8 1e-8 0.2 0.5 320000
0.02 0.953125 OD 2 1e-8 1e-8 0.2 0.5 320000
0.03 0.953125 OD 2 1e-8 1e-8 0.2 0.5 320000
0.04 0.96875 OD 2 1e-8 1e-8 0.2 0.5 320000
