alpha power seltype Ne rec mut s1 s2 h t
0.08 0.725806451612903 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.09 0.725806451612903 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.1 0.725806451612903 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.11 0.725806451612903 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.12 0.741935483870968 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.13 0.741935483870968 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.14 0.758064516129032 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.15 0.758064516129032 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.16 0.758064516129032 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.17 0.758064516129032 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.18 0.758064516129032 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.19 0.774193548387097 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.2 0.774193548387097 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.21 0.774193548387097 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.22 0.774193548387097 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.23 0.774193548387097 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.24 0.790322580645161 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
0.25 0.806451612903226 AP 2 1e-8 1e-8 0.1 0.1 0.25 32000
alpha power seltype Ne rec mut s1 s2 h t
0.01 0.75 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.02 0.75 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.03 0.875 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.04 0.875 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.05 0.875 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.06 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.07 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.08 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.09 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.1 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.11 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.12 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.13 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.14 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.15 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.16 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.17 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.18 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.19 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.2 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.21 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.22 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.23 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.24 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
0.25 1 AP 2 1e-8 1e-8 0.1 0.1 0.5 160000
alpha power seltype Ne rec mut s1 s2 h t
0.01 0.0967741935483871 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.02 0.129032258064516 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.03 0.161290322580645 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.04 0.225806451612903 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.05 0.32258064516129 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.06 0.32258064516129 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.07 0.354838709677419 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.08 0.354838709677419 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.09 0.354838709677419 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.1 0.387096774193548 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.11 0.451612903225806 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.12 0.483870967741935 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.13 0.483870967741935 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.14 0.516129032258065 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.15 0.548387096774194 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.16 0.548387096774194 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.17 0.645161290322581 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.18 0.645161290322581 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.19 0.645161290322581 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.2 0.645161290322581 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.21 0.645161290322581 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.22 0.67741935483871 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.23 0.67741935483871 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.24 0.67741935483871 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
0.25 0.709677419354839 AP 2 1e-8 1e-8 0.1 0.1 0.5 16000
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.02 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.03 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.04 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.05 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.06 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.07 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.08 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.09 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.1 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.11 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.12 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.13 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.14 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.15 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.16 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.17 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.18 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.19 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.2 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.21 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.22 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.23 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.24 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
0.25 NaN AP 2 1e-8 1e-8 0.1 0.1 0.5 320000
alpha power seltype Ne rec mut s1 s2 h t
0.01 0.241379310344828 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.02 0.379310344827586 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.03 0.482758620689655 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.04 0.517241379310345 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.05 0.517241379310345 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.06 0.551724137931034 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.07 0.586206896551724 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.08 0.586206896551724 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.09 0.586206896551724 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.1 0.620689655172414 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.11 0.620689655172414 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.12 0.620689655172414 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.13 0.655172413793103 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.14 0.655172413793103 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.15 0.655172413793103 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.16 0.689655172413793 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.17 0.689655172413793 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.18 0.689655172413793 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.19 0.689655172413793 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.2 0.689655172413793 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.21 0.689655172413793 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.22 0.724137931034483 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.23 0.724137931034483 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.24 0.724137931034483 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
0.25 0.724137931034483 AP 2 1e-8 1e-8 0.1 0.1 0.5 32000
alpha power seltype Ne rec mut s1 s2 h t
0.01 0.712121212121212 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.02 0.772727272727273 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.03 0.833333333333333 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.04 0.863636363636364 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.05 0.863636363636364 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.06 0.893939393939394 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.07 0.909090909090909 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.08 0.909090909090909 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.09 0.924242424242424 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.1 0.924242424242424 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.11 0.924242424242424 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.12 0.924242424242424 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.13 0.939393939393939 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.14 0.939393939393939 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.15 0.939393939393939 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.16 0.939393939393939 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.17 0.939393939393939 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.18 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.19 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.2 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.21 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.22 0.96969696969697 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.23 0.96969696969697 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.24 0.984848484848485 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
0.25 0.984848484848485 AP 2 1e-8 1e-8 0.1 0.2 0.25 160000
alpha power seltype Ne rec mut s1 s2 h t
0.01 0.0606060606060606 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.02 0.136363636363636 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.03 0.212121212121212 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.04 0.287878787878788 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.05 0.348484848484849 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.06 0.348484848484849 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.07 0.393939393939394 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.08 0.393939393939394 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.09 0.409090909090909 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.1 0.409090909090909 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.11 0.454545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.12 0.46969696969697 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.13 0.484848484848485 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.14 0.515151515151515 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.15 0.515151515151515 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.16 0.515151515151515 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.17 0.53030303030303 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.18 0.53030303030303 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.19 0.545454545454545 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.2 0.590909090909091 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.21 0.590909090909091 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.22 0.636363636363636 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.23 0.636363636363636 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.24 0.651515151515151 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
0.25 0.666666666666667 AP 2 1e-8 1e-8 0.1 0.2 0.25 16000
alpha power seltype Ne rec mut s1 s2 h t
0.01 0.893939393939394 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.02 0.924242424242424 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.03 0.939393939393939 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.04 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.05 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.06 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.07 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.08 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.09 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.1 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.11 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.12 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.13 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.14 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.15 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.16 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.17 0.954545454545455 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.18 0.96969696969697 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.19 0.96969696969697 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.2 0.96969696969697 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.21 0.96969696969697 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.22 0.96969696969697 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.23 0.96969696969697 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.24 0.96969696969697 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
0.25 0.96969696969697 AP 2 1e-8 1e-8 0.1 0.2 0.25 320000
alpha power seltype Ne rec mut s1 s2 h t
0.01 0.363636363636364 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.02 0.484848484848485 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.03 0.575757575757576 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.04 0.575757575757576 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.05 0.590909090909091 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.06 0.606060606060606 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.07 0.681818181818182 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.08 0.681818181818182 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.09 0.696969696969697 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.1 0.712121212121212 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.11 0.712121212121212 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.12 0.727272727272727 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.13 0.727272727272727 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.14 0.727272727272727 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.15 0.757575757575758 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.16 0.757575757575758 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.17 0.757575757575758 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.18 0.757575757575758 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.19 0.772727272727273 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.2 0.772727272727273 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.21 0.772727272727273 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.22 0.787878787878788 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.23 0.787878787878788 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.24 0.787878787878788 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
0.25 0.803030303030303 AP 2 1e-8 1e-8 0.1 0.2 0.25 32000
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.02 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.03 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.04 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.05 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.06 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.07 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.08 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.09 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.1 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.11 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.12 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.13 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.14 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.15 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.16 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.17 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.18 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.19 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.2 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.21 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.22 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.23 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.24 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
0.25 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 160000
alpha power seltype Ne rec mut s1 s2 h t
0.01 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 16000
0.02 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 16000
0.03 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 16000
0.04 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 16000
0.05 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 16000
0.06 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 16000
0.07 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 16000
0.08 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 16000
0.09 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 16000
0.1 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 16000
0.11 NaN AP 2 1e-8 1e-8 0.1 0.2 0.5 16000
